District,Project Name,Promoter Name,Certificate No.
Kannur,THANA SQUARE,THANA SQUARE,K-RERA/PRJ/KNR/212/2022
Kannur,SKYLINE WINGS,M/s Skyline Builders,K-RERA/PRJ/KNR/155/2022
Kannur,Sailors Cove,MIR BUILDERS AND DEVELOPERS PVT LTD,K-RERA/PRJ/198/2021
Kannur,SREEROSH CITADEL,SREEROSH DEVELOPERS PVT LTD,K-RERA/PRJ/KNR/116/2022
Kannur,HEALERS HAVEN,TELLICHERRY IMA DOCTORS ALLIANCE LLP,K-RERA/PRJ/KNR/041/2022
Kannur,ASSET MAGNUM,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/KNR/040/2022
Kannur,SREEROSH SYMPHONY,SREEROSH DEVELOPERS PVT LTD,K-RERA/PRJ/KNR/007/2022
Kannur,LEVIS CASA,Levi Thomas,K-RERA/PRJ/KNR/058/2021
Kannur,LEVIS CASA,Levi Thomas,K-RERA/PRJ/KNR/058/2021
Kannur,PVS CLASSIC,PVS Builders & Developers,K-RERA/PRJ/087/2020
Kannur,HIGHLINE PARK,Highline Builders and Developers,K-RERA/PRJ/298/2020
Kannur,ASSET RAINTREE,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/029/2020
Kannur,ASSET SENATE,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/105/2020
Kannur,SREEROSH SPRINGDALE,SREEROSH DEVELOPERS PVT LTD,K-RERA/PRJ/069/2020
Kannur,SREEROSH IRIS,SREEROSH DEVELOPERS PVT LTD,K-RERA/PRJ/070/2020
Kannur,SREEROSH SEA BREEZE,SREEROSH DEVELOPERS PVT LTD,K-RERA/PRJ/045/2020
Kannur,SREEROSH ORBIT,SREEROSH DEVELOPERS PVT LTD,K-RERA/PRJ/267/2020
Kannur,ASSET CHAMBER,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/KNR/010/2021
Kannur,SECURA CENTRE KANNUR,Secura Developers Pvt Ltd,K-RERA/PRJ/060/2020
Kasaragod,ZURA LUXURY LIVING,Kad Builders And Developpers Pvt LtdEW,K-RERA/PRJ/KSD/120/2022
Kasaragod,TABASCO INN,TABASCO HINDUSTAN INFRA DEVELOPERS PVT LTD,K-RERA/PRJ/011/2022
Kollam,Venad Lakeview,Venad Builders and Developers Private Limited,K-RERA/PRJ/KLM/199/2024
Kollam,Ramani Swamy Enclave,RAMANI REALTORS PRIVATE LIMITED,K-RERA/PRJ/357/2020
Kollam,DREAMS MALL,DESINGANADU RAPID DEVELOPMENT and ASSISTANCE CO OPERATIVE SOCIETY LTD,K-RERA/PRJ/KLM/011/2024
Kollam,ADDRESS ASHRAMAM,ADDRESS BUILDERS AND DEVELOPERS LLP,K-RERA/PRJ/KLM/018/2023
Kollam,VAIDYA ROSE GARDEN,VAIDYA HOMES,K-RERA/PRJ/190/2021
Kollam,KCHELL RESIDENCY,KCHELL INFRASTRUCTURE AND TRADING COMPANY PRIVATE LIMITED,K-RERA/PRJ/KLM/078/2021
Kollam,PUTRI BHOOMI,PUTRI BUILDERS AND CONTRACTORS PRIVATE LIMITED,K-RERA/PRJ/KLM/034/2021
Kollam,ASSET TKM GRANDIOS STERLING,ASSETINDIA INFRAPROJECTS PRIVATE LIMITED,K-RERA/PRJ/302/2020
Kollam,ASSET TKM GRANDIOS SANFORD,ASSETINDIA INFRAPROJECTS PRIVATE LIMITED,K-RERA/PRJ/103/2020
Kollam,ARTECH PALM MEADOWS,ARTECH REALTORS PRIVATE LIMITED,K-RERA/PRJ/083/2020
Kollam,ARTECH VGP SKY VILLAGE,ARTECH REALTORS PRIVATE LIMITED,K-RERA/PRJ/050/2020
Kollam,KSK MOUNT CASTLE,KSK INFRA PROPERTIES,K-RERA/PRJ/064/2021
Kollam,Mathruka Luxury Flats,Mathruka Realtors Private Limited,K-RERA/PRJ/336/2020
Kottayam,R V BUILDERS AND DEVELOPERS,KIRAN K,K-RERA/PRJ/KTM/026/2025
Kottayam,REYASUDEEN A A,REYASUDDEEN,K-RERA/PRJ/KTM/256/2024
Kottayam,CHANDYS GRACE APARTMENTS,CHANDY'S BUILDERS,K-RERA/PRJ/KTM/254/2024
Kottayam,Gardens,ANU SHAJI,K-RERA/PRJ/KTM/190/2024
Kottayam,SHELTERS HIGHLAND,SHELTERS REALTY,K-RERA/PRJ/KTM/143/2024
Kottayam,Hillocks Apartment,Nile Homes Private Limited,K-RERA/PRJ/KTM/137/2024
Kottayam,ASSET ALPZ,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/KTM/101/2024
Kottayam,SOWPARNIKA CANNARY,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/KTM/099/2024
Kottayam,ASSET SERENITY,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/KTM/238/2023
Kottayam,ASSET WINCHESTER,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/KTM/235/2023
Kottayam,Pushpagiriyil Santos Residency,Pushpagiriyil Builders and Developers,K-RERA/PRJ/KTM/234/2023
Kottayam,DWELLING HOMES,FELIX JOHNS,K-RERA/PRJ/KTM/229/2023
Kottayam,ARTECH RIO,ARTECH REALTORS PRIVATE LIMITED,K-RERA/PRJ/KTM/203/2023
Kottayam,WINTER CASTLE,VAGAMON RESORTS AND APARTMENTS PRIVATE LIMITED,K-RERA/PRJ/KTM/195/2023
Kottayam,CONFIDENT SILVEROAK,Confident Projects Residential,K-RERA/PRJ/KTM/150/2023
Kottayam,SKYLINE CENTRAL AVENUE,M/s Skyline Builders,K-RERA/PRJ/KTM/095/2023
Kottayam,Kairali Peace Manor,Kairali Constructions Pvt Ltd,K-RERA/PRJ/KTM/082/2023
Kottayam,NTP LORDS VALLEY - Phase 6,NTP HOMES PRIVATE LIMITED,K-RERA/PRJ/KTM/034/2023
Kottayam,BOUGAIN VILLA,KCC HOMES PRIVATE LIMITED,K-RERA/PRJ/KTM/014/2023
Kottayam,CONFIDENT CYGNUS BLOCK B,Confident Projects Residential,K-RERA/PRJ/KTM/198/2022
Kottayam,GRAND MAPLE,Malabar Developers Private Limited,K-RERA/PRJ/KTM/146/2022
Kottayam,ASSET BELFORD,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/KTM/137/2022
Kottayam,Hoysala First,Hoysala Projects Pvt Ltd,K-RERA/PRJ/014/2022
Kottayam,ORCHID PARK,NEST Realties India Private Limited,K-RERA/PRJ/008/2022
Kottayam,DD LEGACY HEIGHTS,DESAI HOMES,K-RERA/PRJ/KTM/114/2022
Kottayam,NTP LORDS VALLEY,NTP HOMES PRIVATE LIMITED,K-RERA/PRJ/KTM/048/2022
Kottayam,INAYA GARDENS,CHANDY'S BUILDERS,K-RERA/PRJ/178/2020
Kottayam,CVC-PUTHETHU-PETRA,CHERIAN VARKEY CONSTRUCTION COMPANY PRIVATE LIMITED,K-RERA/PRJ/081/2021
Kottayam,SOWPARNIKA VALLE,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/206/2021
Kottayam,Estilo Eden Luxury Apartments,Estilo Projects Private Limited,K-RERA/PRJ/195/2021
Kottayam,JEWEL WATERLILLY,JEWEL HOMES PVT LTD,K-RERA/PRJ/101/2021
Kottayam,MULBERRY HOMES - CASA BELLA,NITHIN MICHELLE BUILDERS AND DEVELOPERS P LTD,K-RERA/PRJ/KTM/076/2021
Kottayam,Pushpagiriyil Santos City,Pushpagiriyil Builders and Developers,K-RERA/PRJ/KTM/065/2021
Kottayam,ASSET CELESTE,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/KTM/064/2021
Kottayam,CJs HARITHA CITY PLAZA,CJ's HARITHA HOMES,K-RERA/PRJ/163/2021
Kottayam,DD CITY GATE,SEA WIND REALTORS INDIA PRIVATE LIMITED,K-RERA/PRJ/122/2020
Kottayam,WELKIN VILLAS,Joseph Devasia Ponmankal,K-RERA/PRJ/269/2020
Kottayam,Olive Celestina,OLIVE BUILDERS AND DEVELOPERS PVT LTD,K-RERA/PRJ/143/2021
Kottayam,CONFIDENT BLUEBERRY,Confident Projects Residential,K-RERA/PRJ/284/2020
Kottayam,SOWPARNIKA ELANIA,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/037/2021
Kottayam,SOWPARNIKA ELANIA,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/037/2021
Kottayam,ASSET CHRISABELLE,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/070/2021
Kottayam,DD MAJESTIC MOUNT,WEST WIND PROPERTIES KOCHI PRIVATE LIMITED,K-RERA/PRJ/230/2020
Kottayam,ASTEN DEW DALE APARTMENTS,ASTEN PROPERTIES AND DEVELOPER PRIVATE LIMITED,K-RERA/PRJ/292/2020
Kottayam,LIFE SPACE,KCC HOMES,K-RERA/PRJ/086/2021
Kottayam,SKYLINE PEARL,M/s Skyline Builders,K-RERA/PRJ/300/2020
Kottayam,SKYLINE HAZEL,M/s Skyline Builders,K-RERA/PRJ/034/2021
Kottayam,CONFIDENT CYGNUS,Confident Projects Residential,K-RERA/PRJ/049/2020
Kottayam,CONFIDENT CYGNUS,Confident Projects Residential,K-RERA/PRJ/049/2020
Kottayam,RIVERWIND APARTMENTS,RIVERWIND DEVELOPERS,K-RERA/PRJ/079/2021
Kozhikode,HiLITE OLYMPUS II,HiLITE Builders Pvt Ltd,K-RERA/PRJ/KKD/019/2025
Kozhikode,CYBERSPACE,PRISUNIC BUILDERS PVT LTD,K-RERA/PRJ/KKD/012/2025
Kozhikode,E One Nest,E ONE PROJECTS & DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/KKD/011/2025
Kozhikode,SKYLINE BELEZA,M/s Skyline Builders,K-RERA/PRJ/KKD/004/2025
Kozhikode,Capkon Pristine,CAPKON DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/KKD/266/2024
Kozhikode,REIGATE MONTE MIRAGE,Reigate Developers Limited Liability Partnership,K-RERA/PRJ/KKD/258/2024
Kozhikode,LANDMARK LAREINA,CALICUT LANDMARK BUILDERS PRIVATE LIMITED,K-RERA/PRJ/KKD/257/2024
Kozhikode,Capkon Zion,CAPKON DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/KKD/243/2024
Kozhikode,REIGATE LYNDALE PARK,REIGATE BUILDERS PRIVATE LIMITED,K-RERA/PRJ/KKD/242/2024
Kozhikode,FLORICAN CRESCENT,CRESCENT BUILDERS,K-RERA/PRJ/KKD/227/2024
Kozhikode,READYHUT ELEGANZA,ABDUL NAZAR UMMER PUZHACKERA,K-RERA/PRJ/KKD/211/2024
Kozhikode,REIGATE LAUREL HAVEN,REIGATE BUILDERS PRIVATE LIMITED,K-RERA/PRJ/KKD/204/2024
Kozhikode,DD GREEN CREST,DESAI HOMES,K-RERA/PRJ/KKD/149/2024
Kozhikode,CELESTE RIVIERA,GALAXY BUILDERS,K-RERA/PRJ/KKD/089/2024
Kozhikode,ECOMOUNT REDFORT,ECOMOUNT INFRA LLP,K-RERA/PRJ/KKD/070/2024
Kozhikode,COPPER VISTA,NATE BUILDERS PRIVATE LIMITED,K-RERA/PRJ/KKD/049/2024
Kozhikode,CASA BELLEZA,ETHER BUILDERS AND DEVELOPERS LLP,K-RERA/PRJ/KKD/039/2024
Kozhikode,Reigate Bluemont Park,REIGATE BUILDERS PRIVATE LIMITED,K-RERA/PRJ/KKD/033/2024
Kozhikode,SPACE ON EARTH BOTANICAL GARDEN,CRESCENT BUILDERS,K-RERA/PRJ/KKD/027/2024
Kozhikode,ECOMOUNT GREEN CITY HEIGHTS I,Ecomount Builders & Developers Private Limited,K-RERA/PRJ/KKD/014/2024
Kozhikode,ONE ALTITUDE,CCJ ONE ALTITUDE LLP,K-RERA/PRJ/KKD/013/2024
Kozhikode,ASPAN CELESTA,ASPAN CELESTA LLP,K-RERA/PRJ/KKD/009/2024
Kozhikode,TALENVISTA VILLAS PHASE 1,TALENMARK PROPERTIES LLP,K-RERA/PRJ/KKD/005/2024
Kozhikode,SKYLINE ODYSSEY,M/s Skyline Builders,K-RERA/PRJ/KKD/228/2023
Kozhikode,URBANSPACE,PRISUNIC BUILDERS PVT LTD,K-RERA/PRJ/KKD/189/2023
Kozhikode,Ecomount Green City Homes,Ecomount Builders & Developers Private Limited,K-RERA/PRJ/KKD/175/2023
Kozhikode,ASSET ZENITH,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/KKD/133/2023
Kozhikode,GLOBAL MISTY HILLS,GLOBAL HABITAT PRIVATE LIMITED,K-RERA/PRJ/KKD/128/2023
Kozhikode,LANDMARK VILLAGE TOWER VII PHASE II,CALICUT LANDMARK BUILDERS AND DEVELOPERS INDIA PRIVATE LIMITED,K-RERA/PRJ/231/2020
Kozhikode,ROYAL PINE,Malabar Developers Private Limited,K-RERA/PRJ/KKD/120/2023
Kozhikode,HYBA BLOOM,Vasco Square Builders and Developers,K-RERA/PRJ/KKD/093/2023
Kozhikode,GREEN COUNTY,Malabar Developers Private Limited,K-RERA/PRJ/KKD/091/2023
Kozhikode,HiLITE ATHENS,HiLITE Builders Pvt Ltd,K-RERA/PRJ/KKD/083/2023
Kozhikode,C1,CAPKON DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/KKD/065/2023
Kozhikode,CONFIDENT Oakwood 2,Confident Projects Residential,K-RERA/PRJ/KKD/061/2023
Kozhikode,ASSET ELAN CASA,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/KKD/053/2023
Kozhikode,QUEENS GARDENIA,QUEENS HABITATS PVT LTD,K-RERA/PRJ/KKD/046/2023
Kozhikode,VEEGALAND SYMPHONY,VEEGALAND DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/KKD/037/2023
Kozhikode,LANDMARK VILLAGE TOWER V,CALICUT LANDMARK BUILDERS AND DEVELOPERS INDIA PRIVATE LIMITED,K-RERA/PRJ/KKD/031/2023
Kozhikode,QUEENS PROMENADE,QUEENS HABITATS PVT LTD,K-RERA/PRJ/KKD/019/2023
Kozhikode,MONTANA ESTATES,Malabar Developers Private Limited,K-RERA/PRJ/KKD/013/2023
Kozhikode,PINNACLE ALTURA,PINNACLE PROJECTS,K-RERA/PRJ/KKD/205/2022
Kozhikode,DOWNTOWN CRESCENT,CRESCENT BUILDERS,K-RERA/PRJ/KKD/199/2022
Kozhikode,Kalyan Legacy,Kalyan Developers,K-RERA/PRJ/KKD/186/2022
Kozhikode,REIGATE FINSBURY PARK,REIGATEBUILDERSPRIVATELIMITED,K-RERA/PRJ/KKD/181/2022
Kozhikode,HiLITE PATRAS,HiLITE Builders Pvt Ltd,K-RERA/PRJ/KKD/159/2022
Kozhikode,Glenwood,Mesco Realtors LLP,K-RERA/PRJ/KKD/147/2022
Kozhikode,LANDMARK MAGNUM CENTRE,CALICUT LANDMARK BUILDERS AND DEVELOPERS INDIA PRIVATE LIMITED,K-RERA/PRJ/KKD/140/2022
Kozhikode,PRESTIGE OCEAN PEARL,PRESTIGE ESTATES PROJECTS LIMITED,K-RERA/PRJ/KKD/139/2022
Kozhikode,MELLOW SKYWATCH,MELLOW FOUNDATIONS BUILDERS AND DEVELOPERS PVT LTD,K-RERA/PRJ/152/2021
Kozhikode,HiLITE BUSINESS PARK,HiLITE BUSINESS PARK PVT LTD,K-RERA/PRJ/013/2022
Kozhikode,PROMINENCE,PRIMESPACE PROJECTS PVT LTD,K-RERA/PRJ/KKD/111/2022
Kozhikode,HiLITE OLYMPUS,HiLITE Builders Pvt Ltd,K-RERA/PRJ/KKD/110/2022
Kozhikode,ONE CITY C 2,CCJ ONE INFRA LIMITED LIABILITY PARTNERSHIP,K-RERA/PRJ/KKD/108/2022
Kozhikode,ONE CITY C 2,CCJ ONE INFRA LIMITED LIABILITY PARTNERSHIP,K-RERA/PRJ/KKD/108/2022
Kozhikode,BOUGAINVILLEA VILLAS,PRIMESPACE PROJECTS PVT LTD,K-RERA/PRJ/KKD/094/2022
Kozhikode,PROMENADE,PRIMESPACE PROJECTS PVT LTD,K-RERA/PRJ/KKD/089/2022
Kozhikode,ATMOSPHERE,GALAXY BUILDERS,K-RERA/PRJ/KKD/061/2022
Kozhikode,LANDMARK MERITUS,CALICUT LANDMARK BUILDERS AND DEVELOPERS INDIA PRIVATE LIMITED,K-RERA/PRJ/KKD/039/2022
Kozhikode,PRISUNIC PORTICO,PRISUNIC BUILDERS PVT LTD,K-RERA/PRJ/121/2021
Kozhikode,Q2 RESIDENCES,QUE DEVELOPERS LLP,K-RERA/PRJ/KKD/025/2022
Kozhikode,LANDMARK BLUEBERRY,CALICUT LANDMARK BUILDERS AND DEVELOPERS INDIA PRIVATE LIMITED,K-RERA/PRJ/KKD/081/2021
Kozhikode,Q3 LUXE VILLAS,QUE DEVELOPERS LLP,K-RERA/PRJ/KKD/079/2021
Kozhikode,PENTAGON CYBER VISTA,PENTAGON BUILDERS,K-RERA/PRJ/097/2020
Kozhikode,MYPOD 1.0,CRESCENT BUILDERS,K-RERA/PRJ/KKD/072/2021
Kozhikode,FEZCO FREEZIA APARTMENTS,FEZCO FREEZIA PRIVATE LIMITED,K-RERA/PRJ/137/2021
Kozhikode,PENTIUM TRANQUIL VERTICAL HOME,PENTIUM CONSTRUCTION PRIVATE LIMITED,K-RERA/PRJ/KKD/063/2021
Kozhikode,One Anthem,ULCCS IT Infrastructure Private Limited,K-RERA/PRJ/KKD/062/2021
Kozhikode,HiLITE FLORINA,HiLITE Builders Pvt Ltd,K-RERA/PRJ/KKD/054/2021
Kozhikode,"LANDMARK MILLENNIA CENTRE, LANDMARK LEON CENTRE, LANDMARK BUSINESS CENTRE",CALICUT LANDMARK BUILDERS AND DEVELOPERS INDIA PRIVATE LIMITED,K-RERA/PRJ/273/2020
Kozhikode,"LANDMARK MILLENNIA CENTRE, LANDMARK LEON CENTRE, LANDMARK BUSINESS CENTRE",CALICUT LANDMARK BUILDERS AND DEVELOPERS INDIA PRIVATE LIMITED,K-RERA/PRJ/273/2020
Kozhikode,"LANDMARK MILLENNIA CENTRE, LANDMARK LEON CENTRE, LANDMARK BUSINESS CENTRE",CALICUT LANDMARK BUILDERS AND DEVELOPERS INDIA PRIVATE LIMITED,K-RERA/PRJ/273/2020
Kozhikode,HiLITE CYPRESS,CALICUT APOLLO BUILDERS PRIVATE LIMITED,K-RERA/PRJ/242/2020
Kozhikode,HiLITE CYPRESS,CALICUT APOLLO BUILDERS PRIVATE LIMITED,K-RERA/PRJ/242/2020
Kozhikode,PVS EMERALD,KERALA TRANSPORT COMPANY,K-RERA/PRJ/185/2020
Kozhikode,CONFIDENT OAKWOOD,Confident Projects Residential,K-RERA/PRJ/KKD/045/2021
Kozhikode,seiken victoria,Seiken Property Developers Pvt Ltd,K-RERA/PRJ/128/2021
Kozhikode,LANDMARK MAPLE,CALICUT LANDMARK BUILDERS AND DEVELOPERS INDIA PRIVATE LIMITED,K-RERA/PRJ/027/2020
Kozhikode,LANDMARK VILLAGE TOWER VII,CALICUT LANDMARK BUILDERS AND DEVELOPERS INDIA PRIVATE LIMITED,K-RERA/PRJ/231/2020
Kozhikode,BAMBOO PARK II,Malabar Developers Private Limited,K-RERA/PRJ/046/2021
Kozhikode,LANDMARK VILLAGE TOWER III,CALICUT LANDMARK BUILDERS AND DEVELOPERS INDIA PRIVATE LIMITED,K-RERA/PRJ/221/2020
Kozhikode,Sobha Bela Encosta Phase-1,Sobha Limited,K-RERA/PRJ/140/2021
Kozhikode,ROYAL MULBERRY,Malabar Developers Private Limited,K-RERA/PRJ/355/2020
Kozhikode,CLOUDBERRY,Malabar Developers Private Limited,K-RERA/PRJ/208/2020
Kozhikode,LANDMARK VILLAGE TOWER II,CALICUT LANDMARK BUILDERS AND DEVELOPERS INDIA PRIVATE LIMITED,K-RERA/PRJ/222/2020
Kozhikode,LANDMARK VILLAGE TOWER IV,CALICUT LANDMARK BUILDERS AND DEVELOPERS INDIA PRIVATE LIMITED,K-RERA/PRJ/214/2020
Kozhikode,"LANDMARK WORLD ENTASIS, LANDMARK WORLD FRIEZE",CALICUT LANDMARK BUILDERS AND DEVELOPERS INDIA PRIVATE LIMITED,K-RERA/PRJ/106/2021
Kozhikode,LANDMARK CENTRIO,CALICUT LANDMARK BUILDERS AND DEVELOPERS INDIA PRIVATE LIMITED,K-RERA/PRJ/134/2020
Kozhikode,LANDMARK MAPLE COMMERCIAL,CALICUT LANDMARK BUILDERS AND DEVELOPERS INDIA PRIVATE LIMITED,K-RERA/PRJ/036/2020
Kozhikode,CULTURAL CENTRE,TALENMARK DEVELOPERS LLP,K-RERA/PRJ/074/2021
Kozhikode,Magnum Opus,Space Developers,K-RERA/PRJ/111/2020
Kozhikode,Q3 LUXE VILLA PROJECT,QUE DEVELOPERS LLP,K-RERA/PRJ/329/2020
Kozhikode,TC ONE SKYWALK TOWER 2,TC ONE PROPERTIES AND PROJECTS INDIA PVT LTD,K-RERA/PRJ/137/2020
Kozhikode,50 CROSS ROADS,PVS Builders & Developers,K-RERA/PRJ/119/2020
Kozhikode,NANMA SACRAMENTO PROVIDENCE,NANMA PROPERTIES LTD,K-RERA/PRJ/304/2020
Kozhikode,PENTIUM ETERNIA VERTICAL HOMES,PENTIUM CONSTRUCTION PRIVATE LIMITED,K-RERA/PRJ/259/2020
Kozhikode,ASSET ENSIGN,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/128/2020
Kozhikode,CONFIDENT EXOTICA,Confident Projects India Pvt Ltd,K-RERA/PRJ/141/2020
Kozhikode,SOWPARNIKA JAZZMYNA,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/340/2020
Kozhikode,SILVER SPRINGS,PVS Builders & Developers,K-RERA/PRJ/086/2020
Kozhikode,ASSET PKS HERITANCE,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/012/2020
Kozhikode,TC ONE NEST,TC ONE REALTORS AND DEVELOPERS LLP,K-RERA/PRJ/027/2021
Kozhikode,Confident Greenwich,Confident Projects Residential,K-RERA/PRJ/287/2020
Kozhikode,HiLITE ATHENA,HiLITE Builders Pvt Ltd,K-RERA/PRJ/KKD/009/2021
Kozhikode,SREEROSH BHARATH,SREEROSH DEVELOPERS PVT LTD,K-RERA/PRJ/071/2020
Kozhikode,MERIDIAN VERDE,GALAXY BUILDERS,K-RERA/PRJ/156/2020
Kozhikode,ELEVE MAISON,GALAXY BUILDERS,K-RERA/PRJ/157/2020
Kozhikode,"Good Earth Barefoot On the Hills -Town Houses ,Calicut",SYMBIOSIS PROPERTIESAND INFRASTRUCTURES INDIA PRIVATE LTD,K-RERA/PRJ/236/2020
Kozhikode,GOOD EARTH BAREFOOT ON THE HILLS,SYMBIOSIS PROPERTIESAND INFRASTRUCTURES INDIA PRIVATE LTD,K-RERA/PRJ/125/2020
Kozhikode,Ghazal Rhythm,Ghazal Builders & Developers LLP,K-RERA/PRJ/310/2020
Kozhikode,REIGATE SERENITY,REIGATE BUILDERS PRIVATE LIMITED,K-RERA/PRJ/323/2020
Kozhikode,REIGATE MARINA,REIGATE BUILDERS PRIVATE LIMITED,K-RERA/PRJ/255/2020
Kozhikode,QUEENS COURTYARD,QUEENS HABITATS PVT LTD,K-RERA/PRJ/129/2020
Kozhikode,SKYLINE BLUE VISTA,M/s Skyline Builders,K-RERA/PRJ/175/2020
Kozhikode,TRITON CRESCENT,CRESCENT BUILDERS,K-RERA/PRJ/037/2020
Kozhikode,SKYLINE GRAND TERRACE,M/s Skyline Builders,K-RERA/PRJ/176/2020
Malappuram,ELKOR PLATINA,ELKOR BUILDERS LLP,K-RERA/PRJ/MPM/002/2025
Malappuram,MALABAR HILLS,OAKHILL LAND DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/MPM/262/2024
Malappuram,FORMZ PLUS MANOR,FORMZ PROJECTS PVT LTD,K-RERA/PRJ/MPM/255/2024
Malappuram,PENTIUM HARMONY HEIGHTS,PENTIUM CONSTRUCTION PRIVATE LIMITED,K-RERA/PRJ/MPM/232/2024
Malappuram,MABCO OPULENCE,MABCO DEVELOPERS LLP,K-RERA/PRJ/MPM/191/2024
Malappuram,Elkor Prime,ELKOR BUILDERS LLP,K-RERA/PRJ/MPM/023/2024
Malappuram,CONFIDENT AVENUE,Confident Projects Residential,K-RERA/PRJ/MPM/067/2023
Malappuram,Ghazal White Fort,Ghazal Builders & Developers LLP,K-RERA/PRJ/MPM/206/2022
