XID,Project Name,City,Magicbricks.com Link
r404615,Russel Lions Gate,Chennai South,https://www.magicbricks.com/project-plots-russel-lions-gate-for-sale-in-chennai-pppfs
r410183,Natures Cove,South Goa,Not Found
r420548,Fortune Imperia 2,Vadodara,https://www.magicbricks.com/project-fortune-imperia-ii-4bhk-for-sale-in-vadodara-pppfs
r336711,Pranavas Sama Lakshma Reddy Greenwich,Hyderabad,https://www.magicbricks.com/pranava-sama-lakshma-reddy-greenwich-attapur-hyderabad-pdpid-4d4235343234363633
r394748,Adish Aradhra,Bangalore South,https://www.magicbricks.com/project-adish-aradhra-for-sale-in-bangalore-pppfs
r367653,Narmada Greens,Jabalpur,https://www.magicbricks.com/narmada-green-barela-jabalpur-pdpid-4d4235323138343533
r35056,Fortune Golden Panorama,Bhopal,https://www.magicbricks.com/fortune-golden-panorama-chiklod-road-bhopal-pdpid-4d4235303730343031
r11112,Shriram Sameeksha,Bangalore North,https://www.magicbricks.com/shriram-sameeksha-jalahalli-bangalore-pdpid-4d4235303138313630
r429182,The Olympia,Navi Mumbai,https://www.magicbricks.com/the-olympia-panvel-navi-mumbai-pdpid-4d4235343234373539
r414540,Sam Palm Olympia Phase 2,Greater Noida,https://www.magicbricks.com/sam-palm-olympia-phase-ii-noida-extension-noida-pdpid-4d4235343139323637
r4382,Rustomjee La Vie,Thane,https://www.magicbricks.com/rustomjee-la-vie-majiwada-thane-pdpid-4d4235343038373531
r423612,Bramha Kailash Complex,Thane Outskirts,Not Found
r374312,Godrej Woods,Noida,https://www.magicbricks.com/godrej-woods-sector-43-noida-pdpid-4d4235323330313731
r382108,ATC Extension,Jamshedpur,https://www.magicbricks.com/atc-extension-baridih-jamshedpur-pdpid-4d4235333332353739
r403058,Aakar Millennium,Nasik,https://www.magicbricks.com/aakar-millenium-gangapur-road-nashik-pdpid-4d4235343232343539
r410309,Shalimar One World Valencia Towers,Lucknow,https://www.magicbricks.com/shalimar-valencia-towers-gomtinagar-extension-lucknow-pdpid-4d4235343130383835
r427907,Brigade Insignia,Bangalore North,Not Found
r432548,SS Square Swasthika,Chennai West,Not Found
r22804,Pareena Mi Casa,Gurgaon,https://www.magicbricks.com/pareena-micasa-sector-68-gurgaon-pdpid-4d4235303939303537
r414404,Hallmark Floresta,Hyderabad,Not Found
r141819,Baldota Thumbprint,Bangalore North,https://www.magicbricks.com/thumbprint-vidyaranyapura-bangalore-pdpid-4d4235303430343339
r395807,Praneeth Pranav Solitaire,Hyderabad,https://www.magicbricks.com/praneeth-pranav-solitaire-bachupally-hyderabad-pdpid-4d4235333334313037
r370626,Risinia Skyon,Hyderabad,https://www.magicbricks.com/risinia-skyon-bachupally-hyderabad-pdpid-4d4235313838383636
r399693,Oswal Orchard Amritaya,Kolkata North,https://www.magicbricks.com/project-oswal-orchard-amritaya-for-sale-in-kolkata-pppfs
r414547,Swargaseema S Suketana,Nalgonda,Not Found
r421811,Srijan Heights,Jamshedpur,https://www.magicbricks.com/srijan-heights-dobo-jamshedpur-pdpid-4d4235343231303133
r434574,Rising Homes at DXP 92,Gurgaon,Not Found
r422868,DS Max Sky Samurai,Bangalore East,https://www.magicbricks.com/project-ds-max-sky-samurai-2bhk-for-sale-in-bangalore-pppfs
r388535,Abode M J Lakeview,Hyderabad,https://www.magicbricks.com/abode-mj-lakeview-ameenpur-hyderabad-pdpid-4d4235333330353731
r433805,DS MAX Sky Sisira,Bangalore North,https://www.magicbricks.com/ds-max-sky-sisira-rajanukunte-bangalore-pdpid-4d4235343235333531
r430628,Ushika Prothoma,Kolkata South,Not Found
r975,NCC Urban One,Hyderabad,https://www.magicbricks.com/ncc-urban-one-narsingi-hyderabad-pdpid-4d4235303236393534
r414013,Artech Lattitude,Trivandrum,Not Found
r389744,Amrutdhara Housing Complex,Nasik,https://www.magicbricks.com/ravi-amrutdhara-housing-complex-phase-1-indira-nagar-nashik-pdpid-4d4235333332343433
r438101,SG ITALIA An Italian Village,Amroha,Not Found
r438217,BB Utsav,Guwahati,Not Found
r437223,KSR Capital City,Guntur,Not Found
r375194,Sai Ramdas,Pune East,Not Found
r389667,Godrej Ascend,Thane,https://www.magicbricks.com/godrej-ascend-kolshet-road-thane-pdpid-4d4235333331393031
r395388,Avant Heritage,Western Mumbai,https://www.magicbricks.com/avant-heritage-jogeshwari-east-mumbai-pdpid-4d4235303731323533
r355666,Best Oriana,Dehradun,https://www.magicbricks.com/project-best-oriana-for-sale-in-dehradun-pppfs
r316505,Narayan Greenwoods,Vadodara,https://www.magicbricks.com/narayan-greenwoods-sama-savli-road-vadodara-pdpid-4d4235313138363033
r418213,Liffe Fest By Realmark,Kolkata South,Not Found
r391738,Sattva Aeropolis,Bangalore North,https://www.magicbricks.com/project-sattva-aeropolis-for-sale-in-bangalore-pppfs
r347961,Pallavi Gardenia,Hyderabad,https://www.magicbricks.com/pallavi-gardenia-nagole-hyderabad-pdpid-4d4235323831383033
r426539,Aristo The Regal,Ahmedabad North,https://www.magicbricks.com/the-regal-vaishnodevi-circle-ahmedabad-pdpid-4d4235343230353933
r271481,Swayam City,Kolkata South,https://www.magicbricks.com/project-new-age-swayam-city-for-sale-in-kolkata-pppfs
r423659,Solitaire Vista 2,Ahmedabad North,https://www.magicbricks.com/anmol-solitaire-vista-2-gota-ahmedabad-pdpid-4d4235333732353831
r393194,Sameera New Blossom,Chennai West,https://www.magicbricks.com/project-plots-sameera-new-blossom-for-sale-in-chennai-pppfs
r395174,Promax Dreamville Home,Bangalore North,https://www.magicbricks.com/promax-sai-ram-paradise-amrutahalli-bangalore-pdpid-4d4235313634343831
r408676,Vivaan Oliver,Ahmedabad North,https://www.magicbricks.com/3-bhk-flats-in-zundal-ahmedabad-for-sale-price-60-lakhs-to-70-lakhs-pppfs/page-4
r402875,Dac Vilva,Chennai South,Not Found
r428520,Panora Hills at The Nature,Pune West,Not Found
r416158,Archana Signature,Udupi,Not Found
r419253,Aashray Eminent,Vadodara,https://www.magicbricks.com/aashray-eminent-vasna-bhayli-main-road-vadodara-pdpid-4d4235343139303735
r296319,Maitri Lake View,Ahmedabad North,https://www.magicbricks.com/project-maitri-lake-view-for-sale-in-ahmedabad-pppfs
r409351,Artech Marvel,Trivandrum,https://www.magicbricks.com/artech-marvel-kowdiar-trivandrum-pdpid-4d4235343131303139
r380618,Sikhara Tranquil,Secunderabad,https://www.magicbricks.com/sikhara-tranquil-cherlapalli-hyderabad-pdpid-4d4235333234353833
r325929,Royal Arcade Kondhwa,Pune South,https://www.magicbricks.com/royal-arcade-apartment-dhankawadi-pune-pdpid-4d4235303530323932
r426565,Podar Avanta Heights,South Mumbai,Not Found
r168271,Sheth Montana,Central Mumbai,https://www.magicbricks.com/project-sheth-montana-3bhk-for-sale-in-mumbai-pppfs
r270058,Aishwaryam Hamara Abhimaan,Pune North,https://www.magicbricks.com/project-sai-aishwaryam-hamara-abhimaan-for-sale-in-pune-pppfs
r145261,Essen Raj Manohar Residency,Bhubaneswar,https://www.magicbricks.com/rajmanohar-residency-ii-patia-bhubaneswar-pdpid-4d4235313235313639
r420379,Golden Glory 101,Nagpur,Not Found
r391947,Ananyas AA Garden,Coimbatore,https://www.magicbricks.com/ananyas-aa-garden-saravanampatti-coimbatore-pdpid-4d4235333836353931
r406898,Highline by AG Group,Ahmedabad West,https://www.magicbricks.com/atithi-highline-gota-ahmedabad-pdpid-4d4235343131363633
r419140,Chamundeeswary Chang Royale,Chennai South,Not Found
r330597,Signature Global Park,Gurgaon,https://www.magicbricks.com/signature-global-park-sohna-sector-36-gurgaon-pdpid-4d4235313235333935
r413420,Geethikas Ensconsia,Hyderabad,Not Found
r378617,Suchirindia The Tales of Greek,Hyderabad,https://www.magicbricks.com/suchirindia-the-tales-of-greek-satamrai-hyderabad-pdpid-4d4235323136373837
r427386,Saamarth Twinland,Gandhinagar,https://www.magicbricks.com/project-saamarth-twinland-4bhk-for-sale-in-gandhinagar-pppfs
r410741,Sattva Lake Ridge,Hyderabad,https://www.magicbricks.com/sattva-lake-ridge-kokapet-hyderabad-pdpid-4d4235343131373439
r433849,Zenith,Navi Mumbai,Not Found
r743,Logix Blossom County,Noida,https://www.magicbricks.com/logix-blossom-county-sector-137-noida-pdpid-4d4235303030373535
r428866,Joy Grand,Mohali,https://www.magicbricks.com/project-joy-grand-for-sale-in-mohali-pppfs
r398187,Harish Bhairav,Coimbatore,https://www.magicbricks.com/harish-homes-bhairav-vellakinar-coimbatore-pdpid-4d4235343236373933
r426470,Samarthya Excellence,Surat,Not Found
r391272,Sukra Majesticka Grande,Coimbatore,https://www.magicbricks.com/majesticka-grande-saibaba-colony-coimbatore-pdpid-4d4235333935343733
r435900,Anaadih Shri Datta,Sindhudurg,Not Found
r437304,Samsara Ivana,Gurgaon,https://www.magicbricks.com/samsara-ivana-sector-63-gurgaon-pdpid-4d4235343235363831
r422862,Raymond The Address by GS,Western Mumbai,https://www.magicbricks.com/raymond-the-address-by-gs-bandra-bandra-east-mumbai-pdpid-4d4235343139313731
r402921,Kiran Swastik,Pune West,https://www.magicbricks.com/kiran-swastik-sus-pune-pdpid-4d4235333638303131
r336331,ATS Destinaire,Greater Noida,https://www.magicbricks.com/project-ats-destinaire-for-sale-in-greater-noida-pppfs
r413990,Rohan Ekam,Pune West,https://www.magicbricks.com/project-rohan-ekam-for-sale-in-pune-pppfs
r417100,Lodha Riservo,Central Mumbai,https://www.magicbricks.com/lodha-riservo-vikhroli-west-mumbai-pdpid-4d4235343230353639
r1363,Kolte Patil Life Republic,Pune West,Not Found
r328277,Nirala Estate Phase 2,Greater Noida,https://www.magicbricks.com/nirala-estate-phase-2-noida-extension-noida-pdpid-4d4235303230313135
r374315,Shalimar One World Valencia County,Lucknow,https://www.magicbricks.com/valencia-county-gomti-nagar-extension-bypass-road-lucknow-pdpid-4d4235323739343735
r428649,ADHYA,Coimbatore,Not Found
r418697,Provident Deansgate,Bangalore North,https://www.magicbricks.com/provident-deansgate-devanahalli-bangalore-pdpid-4d4235343137373439
r418259,Rajapushpa Aurelia,Hyderabad,https://www.magicbricks.com/rajapushpa-aurelia-tellapur-hyderabad-pdpid-4d4235343139303933
r395182,Sunshine Vihaan,Hyderabad,Not Found
r378131,M3M Soulitude,Gurgaon,https://www.magicbricks.com/m3m-soulitude-sector-89-gurgaon-pdpid-4d4235333234383739
r430202,Ora Heights,Kolkata South,https://www.magicbricks.com/ora-heights-tiljala-kolkata-pdpid-4d4235343237383135
r430089,Parth Crown,Jaipur,https://www.magicbricks.com/parth-crown-nirman-nagar-jaipur-pdpid-4d4235343232333333
r382844,RKN Carnation Hills,Solan,Not Found
r310237,Vajra Towers,Bhopal,https://www.magicbricks.com/vajra-towers-bawadiya-kalan-bhopal-pdpid-4d4235333332333039
r422569,Jains Central Park East,Hyderabad,https://www.magicbricks.com/jains-central-park-east-narapally-hyderabad-pdpid-4d4235343139343431
r10130,ATS Pristine,Noida,https://www.magicbricks.com/ats-pristine-sector-150-noida-pdpid-4d4235303233353335
r430372,Godrej River Crest,Pune East,https://www.magicbricks.com/project-godrej-river-crest-for-sale-in-pune-pppfs
r383366,Kumar Codename Fireworks,Pune East,https://www.magicbricks.com/kumar-codename-fireworks-hadapsar-pune-pdpid-4d4235333234353933
r398755,Sahu Kalpana South Avenue,Lucknow,https://www.magicbricks.com/kalpana-south-avenue-mohanlalganj-lucknow-pdpid-4d4235333836303533
r387488,Radhey Raaga,Hyderabad,https://www.magicbricks.com/radhey-raaga-kollur-hyderabad-pdpid-4d4235333330333335
r345245,Alcove New Kolkata Sangam,Hooghly,https://www.magicbricks.com/alcove-new-kolkata-sangam-serampore-kolkata-pdpid-4d4235313238393235
r412011,Nahar Jasoda,Chennai Central,Not Found
r399516,Prominent Chourasia Revanta,Bangalore East,Not Found
r379240,Provident Sunworth City,Bangalore West,https://www.magicbricks.com/project-provident-sunworth-4bhk-for-sale-in-bangalore-pppfs
r393143,Natural Aqua Waves,Kolkata East,https://www.magicbricks.com/natural-aqua-waves-new-town-kolkata-pdpid-4d4235333439343433
r395307,Merlin Avana,Kolkata South,https://www.magicbricks.com/project-merlin-avana-for-sale-in-kolkata-pppfs
r401373,MP Rudra,Chennai South,https://www.magicbricks.com/mp-rudra-pammal-chennai-pdpid-4d4235333930323039
r424098,Modern Spaaces Engrace Vista,Bangalore East,https://www.magicbricks.com/project-engrace-by-modern-spaaces-for-sale-in-bangalore-pppfs
r433621,Sumeru Enclave,Dehradun,https://www.magicbricks.com/eastern-arc-phase-ii-shimla-bypass-road-dehradun-pdpid-4d4235333539373939
r411745,Anuhar Gautami Heights,Hyderabad,https://www.magicbricks.com/anuhar-gautami-heights-miyapur-hyderabad-pdpid-4d4235333333303339
r409407,Pride Purple 2,Nagpur,Not Found
r401563,Officers Enclave,Nagpur,https://www.magicbricks.com/officers-enclave-bel-tarodi-nagpur-pdpid-4d4235333933363839
r420447,Shalimar Altius,Mangalore,Not Found
r25914,Ametek Doon Square,Dehradun,https://www.magicbricks.com/ametek-doon-square-sahastradhara-road-dehradun-pdpid-4d4235303330303134
r407861,Casa Havana by Zaramount,North Goa,https://www.magicbricks.com/casa-vino-nachinola-nachinola-goa-pdpid-4d4235343238303139
r422695,Vishwa The Butterfly,Pune North,Not Found
r428567,Polaris Callisto,Ahmedabad North,https://www.magicbricks.com/4-bhk-villa-for-sale-in-airport-road-ahmedabad-pppfs
r114901,Pethkar Siyona,Pune West,https://www.magicbricks.com/project-pethkar-siyona-for-rent-in-pune-pppfr
r427901,Zahause Essencia,Siddipet District,Not Found
r384377,Pramukh Aristo,Vapi,https://www.magicbricks.com/pramukh-aristo-chala-vapi-pdpid-4d4235333331363337
r420359,The Avenue Milestone,Nasik,Not Found
r426136,Oas Sonar Gaon Phase 2,Kolkata South,https://www.magicbricks.com/oas-sonar-gaon-thakurpukur-kolkata-pdpid-4d4235323131383931
r431513,Unifra Mysa Villas,Chennai South,Not Found
r415825,Purti The Varanda,Kolkata North,https://www.magicbricks.com/project-purti-the-varanda-4bhk-for-sale-in-kolkata-pppfs
r417396,Hiliving Pristine Signature Villas,Chennai North,https://www.magicbricks.com/project-hi-living-pristine-signature-villas-for-sale-in-chennai-pppfs
r339427,Rishi Pranaya,Kolkata East,https://www.magicbricks.com/project-rishi-pranaya-3bhk-for-sale-in-kolkata-pppfs
r337685,Sharvani Sree Hemadurga Paradise,Hyderabad,https://www.magicbricks.com/sharvani-sree-hemadurga-paradise-chanda-nagar-hyderabad-pdpid-4d4235313836343733
r393562,Polaris Casarica,Gandhinagar,https://www.magicbricks.com/polaris-casarica-sargasan-gandhinagar-pdpid-4d4235333336323633
r424561,Prajay Virgin County Phase 2,Hyderabad,https://www.magicbricks.com/prajay-virgin-county-phase-2-baghmankhal-hyderabad-pdpid-4d4235303139353435
r380872,Modi Esteem,Hyderabad,https://www.magicbricks.com/modi-esteem-bachupally-hyderabad-pdpid-4d4235333336353435
r396679,Jupiter Homes,Bangalore East,Not Found
r334009,Modi Lake View,Hyderabad,https://www.magicbricks.com/modi-lake-view-lakshmiguda-hyderabad-pdpid-4d4235313938313731
r920,Lodha World Towers,South Mumbai,https://www.magicbricks.com/lodha-the-world-towersld-towers-lower-parel-mumbai-pdpid-4d4235303432303030
r429185,Narmada residency,Nagpur,https://www.magicbricks.com/flats-for-rent-in-narmada-colony-nagpur-pppfr
r412547,Seasons Green,Thane Outskirts,Not Found
r417023,Rohan Harita,Pune West,https://www.magicbricks.com/project-rohan-harita-3bhk-for-sale-in-pune-pppfs
r403485,K Pune,Pune West,Not Found
r303861,Piramal Mahalaxmi,South Mumbai,https://www.magicbricks.com/project-piramal-mahalaxmi-for-sale-in-mumbai-pppfs
r420505,Golden Avenue,Nagpur,https://www.magicbricks.com/golden-avenue-pipla-nagpur-pdpid-4d4235343231333733
r399116,Harbans Park,Nagpur,https://www.magicbricks.com/harbans-park-isasani-nagpur-pdpid-4d4235333337303131
r417425,Rachana Purva,Nagpur,https://www.magicbricks.com/rachana-purva-friends-colony-nagpur-pdpid-4d4235343137363735
r408929,ABD Pride,Nasik,Not Found
r396842,Orchid IVY Floors,Gurgaon,https://www.magicbricks.com/orchid-ivy-sector-51-gurgaon-pdpid-4d4235333335383833
r7740,Dipti Sky City,Thane Outskirts,https://www.magicbricks.com/dipti-skycity-ambernath-east-beyond-thane-pdpid-4d4235303237323239
r371903,Shantam Nirvanta,Vadodara,https://www.magicbricks.com/shantam-nirvanta-chhani-vadodara-pdpid-4d4235333035393731
r428296,Blueroof Sylva,Pune West,https://www.magicbricks.com/project-blueroof-sylva-2bhk-for-sale-in-pune-pppfs
r410631,M3M The Cullinan,Noida,https://www.magicbricks.com/m3m-the-cullinan-sector-94-noida-pdpid-4d4235343130373633
r381402,Sejal Siddha Sky,South Mumbai,Not Found
r382676,Green Field Fairland,Coimbatore,https://www.magicbricks.com/greenfield-fairland-kovilpalayam-coimbatore-pdpid-4d4235333138353035
r419462,Laxmi Fresh Living,Bhubaneswar,https://www.magicbricks.com/laxmi-fresh-living-phulnakhara-bhubaneswar-pdpid-4d4235343138303335
r431523,Nakshathras VR Garden,Coimbatore,Not Found
r401070,Trident Hills,Panchkula,https://www.magicbricks.com/trident-hills-pinjore-panchkula-pdpid-4d4235343039333339
r420711,Adross Radharani Housing Complex,Kolkata North,https://www.magicbricks.com/adross-radharani-housing-complex-madhyam-gram-kolkata-pdpid-4d4235343138323831
r423636,Vandematram Sky 100,Ahmedabad West,https://www.magicbricks.com/project-sky-100-3bhk-for-sale-in-ahmedabad-pppfs
r378115,Hallmark Skyrena,Hyderabad,https://www.magicbricks.com/hallmark-skyrena-narsingi-hyderabad-pdpid-4d4235333030323439
r394931,Raj High Gardens,Bangalore South,https://www.magicbricks.com/project-raj-high-gardens-for-sale-in-bangalore-pppfs
r426534,Mount Brook And Lake,Ahmedabad North,Not Found
r404070,DLF The Arbour,Gurgaon,https://www.magicbricks.com/the-sixty-three-sector-63-gurgaon-pdpid-4d4235333934323635
r382236,Merlin Rise,Kolkata East,https://www.magicbricks.com/merlin-rise-sports-republic-phase-1-a-rajarhat-kolkata-pdpid-4d4235343136313939
r424573,Felixa Maplewood,Chennai South,Not Found
r376848,Utkal Greenex,Bhubaneswar,https://www.magicbricks.com/utkal-greenex-sundarpada-bhubaneswar-pdpid-4d4235323930353833
r371092,ASBL Spire,Hyderabad,https://www.magicbricks.com/project-asbl-spire-for-sale-in-hyderabad-pppfs
r428869,Anaadi Ananta Avenue,Raipur,Not Found
r408244,Millennium Towers,Nasik,https://www.magicbricks.com/millennium-towers-panchvati-nashik-pdpid-4d4235343034363937
r405483,Pratham,Kolkata South,https://www.magicbricks.com/pratham-apartment-dum-dum-kolkata-pdpid-4d4235303833353235
r436918,Kasya Nishigandh,Nagpur,Not Found
r423305,DAC House of Palisade,Chennai South,Not Found
r436915,Idream Vistara,Madurai,https://www.magicbricks.com/visthara-enclave-vilangudi-madurai-pdpid-4d4235323436343937
r436831,MC Palazzo,Bangalore East,https://www.magicbricks.com/project-ms-palazzo-for-rent-in-bangalore-pppfr
r424564,Atithi Prime,Ahmedabad East,Not Found
r2274,ABA Cleo County,Noida,https://www.magicbricks.com/cleo-county-sector-121-noida-pdpid-4d4235303139303230
r410958,Max Estates 128,Noida,https://www.magicbricks.com/max-estate-128-sector-128-noida-pdpid-4d4235343131373635
r74851,Park Royale,Western Mumbai,https://www.magicbricks.com/park-royale-mulund-west-mumbai-pdpid-4d4235303632333132
r430190,Rustomjee Verdant Vistas,Thane,https://www.magicbricks.com/rustomjee-verdant-vistas-majiwada-thane-pdpid-4d4235343233323031
r419772,Veera Eminence,North Goa,Not Found
r418592,Saha Fortune,Mysore,https://www.magicbricks.com/saha-fortune-belavadi-mysore-pdpid-4d4235343233363437
r272201,Sattva Opus,Bangalore West,https://www.magicbricks.com/project-sattva-opus-for-sale-in-bangalore-pppfs
r4904,Adani M2K Oyster Grande,Gurgaon,https://www.magicbricks.com/adani-m2k-oyster-grande-sector-102-gurgaon-pdpid-4d4235303836323032
