XID,Project Name,Location,Price Range,Price per Sqft,Project Status,Configurations,Unit Sizes,Builder,Total Number of Units,Project Size,Launch Date,Completion Date,Locality,Micro Market,USP,Builder URL,Builder Experience,Ongoing Projects,Past Projects,RERA Number,Specifications,Sports Amenities,Convenience Amenities,Safety Amenities,Environment Amenities,Leisure Amenities
r354918,Abhirama Super Homes,"LB Nagar, Hyderabad",Rs97.85 Lac - 1.69 Cr,"Rs6,800 Per Sq. Ft",Ready to Move,"2, 3 BHK",1439 Sq. Ft to 2491 Sq. Ft (Saleable),Super Home Constructions,175 units,1.68 Acres,Ask for Details,Ask for Details,LB Nagar,East Zone,,https://www.squareyards.com/super-home-constructions-projects/4099/builder,N/A,2,N/A,REA02400000010,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Kids' Play Areas / Sand Pits,Power Backup; 24*7 Water Supply,24 x 7 Security,Normal Park / Central Green,Indoor Games
r430176,Elegant Terraces,"Banashankari, Bangalore",Rs1.16 Cr - 1.62 Cr,"Rs8,800 Per Sq. Ft",Ready to Move,"2, 3 BHK",1323 Sq. Ft to 1839 Sq. Ft (Saleable),Elegant Builders And Developers,120 units,2 Acres,Ask for Details,Ask for Details,Banashankari,Central Bangalore,"Strategically located in Banashankari, Bangalore, near Mysore Road.,Seamless connectivity to Kengeri Main Road, a major artery.,Approved under PRM/KA/RERA/1251/310/PR/200515/003390 for transparency.,Elegant Terraces, a haven of comfort with power backup.,Indulge in a world-class gymnasium for a fit lifestyle.",https://www.squareyards.com/elegant-builders-and-developers-projects/12805/builder,N/A,2,17,PRM/KA/RERA/1251/310/AG/171114/000400,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Kitchen-Equipments: Modular Kitchen; Bathroom: Geyser; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Rappelling/Rock Climbing,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Normal Park / Central Green,Party Hall; Indoor Games; Luxurious Clubhouse; Senior Citizen Area
r376104,Modi Serene Park,"Ghatkesar, Hyderabad",Rs42.53 Lac,"Rs4,700 Per Sq. Ft",Under Construction,2 BHK,905 Sq. Ft (Saleable),Modi,570 units,4.18 Acres,Ask for Details,Ask for Details,Ghatkesar,East Zone,,https://www.squareyards.com/modi-projects/1232/builder,N/A,2,6,REA02400000010,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Yoga Areas,Power Backup; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Normal Park / Central Green,Clubhouse; Indoor Games
r406974,Ramprastha Attalika,"Ramprastha Greens, Ghaziabad",Rs3.18 Cr - 8.30 Cr,"Rs14,500 Per Sq. Ft",Under Construction,"3, 4 BHK",2190 Sq. Ft to 5725 Sq. Ft (Saleable),Ramprastha Real Estate,256 units,4 Acres,Ask for Details,Ask for Details,Ramprastha Greens,Ghaziabad City,"Strategically located on NH 24 and Madanmohan Malviya Marg for easy connectivity,Approved by UPRERAPRJ149247, ensuring regulatory compliance and trust,Offers luxurious amenities like power backup and a state-of-the-art gym,Specifications include oil-bound distemper on master bedroom walls for style,Luxurious 3, 4 BHK, and penthouse apartments with spacious areas up to 5725 sqft,Detailed project knowledge and brochure available for easy reference",https://www.squareyards.com/ramprastha-real-estate-projects/20793/builder,N/A,1,N/A,UPRERAAGT10119,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Gazebo,Power Backup; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Large Green Area,Cafe / Coffee Bar; Mini Theatre; Party Hall; Clubhouse; Indoor Games; Luxurious Clubhouse; Senior Citizen Area
r400347,Saradeuz Encanto,"Perumbakkam, Chennai",Price on Request,N/A,New Launch,"3, 4 BHK",1580 Sq. Ft to 1800 Sq. Ft (Saleable),Saradeuz Realty Constructions,59 units,2.66 Acres,Ask for Details,Ask for Details,Perumbakkam,Chennai South,N/A,https://www.squareyards.com/saradeuz-realty-constructions-projects/9882/builder,N/A,1,3,Delhi/Agent/0027/2017,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Kids' Play Areas / Sand Pits; Yoga Areas,Power Backup; 24*7 Water Supply,24 x 7 Security; CCTV / Video Surveillance,Large Green Area,Indoor Games
r418266,Srinidhi Iris,"Bachupally, Hyderabad",Rs68.40 Lac - 94.05 Lac,"Rs5,700 Per Sq. Ft",Under Construction,"2, 3 BHK",1200 Sq. Ft to 1650 Sq. Ft (Saleable),Srinidhi Builders,60 units,0.96 Acres,Ask for Details,Ask for Details,Bachupally,West Zone,"Fully equipped gym for fitness enthusiasts.,Prudent investment opportunity near Gachibowli Miyapur Road.,Party hall for social gatherings and events.,Power backup for uninterrupted living experience.,Amenities-rich lifestyle amidst scenic surroundings. '",https://www.squareyards.com/srinidhi-builders-projects/22592/builder,N/A,1,N/A,REA02400000010,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Badminton Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Skating Rink; Rappelling/Rock Climbing; Gazebo,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance,Normal Park / Central Green,Party Hall; Indoor Games; Luxurious Clubhouse
r435515,Pradeep Bliss,"Somajiguda, Hyderabad",Rs2.60 Cr - 5.50 Cr,N/A,Mid Stage,"3, 4 BHK",2435 Sq. Ft to 5078 Sq. Ft (Saleable),Pradeep Constructions,153 units,2 Acres,Ask for Details,Ask for Details,Somajiguda,Central Zone,,https://www.squareyards.com/pradeep-constructions-projects/3719/builder,N/A,10,N/A,REA02400000010,"Master Bedroom-Walls: Acrylic Emulsion; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Chimney, Refrigrator, Microwave, Double Bowl Sink; Bathroom: Shower Panel, Geyser; Structure: RCC Frame Structure; Master Bedroom-Flooring: Engineered Wooden",Gymnasium; Swimming Pool; Squash Court; Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; PNG; Home Automation; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Emergency Rescue / Alarms,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Party Hall; Clubhouse; Indoor Games
r437026,Lambodar Vasant Ganesh Vishwa,"Bavdhan, Pune",Price on Request,N/A,Ready to Move,1 BHK,436 Sq. Ft (Carpet),Ask for Details,44 units,Ask for Details,Ask for Details,Ask for Details,Bavdhan,Pune West,N/A,N/A,N/A,N/A,N/A,A51800000454,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Kids' Play Areas / Sand Pits,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security,Normal Park / Central Green,Indoor Games
r436315,Manyata Tech Park,"Nagavara, Bangalore",Price on Request,"Rs6,018 Per Sq. Ft",Ready to Move,Ask for Details,12000 Sq. Ft (Saleable),Manyata Developers,Ask for Details,330 Acres,"There is no launch date information available for the Manyata Tech Park project in North Bangalore, Bangalore.",Ask for Details,Nagavara,North Bangalore,"Strategically located near Outer Ring Road and Thanisandra Main Road.,State-of-the-art gymnasium for a healthier lifestyle.,Elegant RCC frame structure for durability.,Power backup for uninterrupted living.,Easy connectivity to major IT hubs and commercial areas.",https://www.squareyards.com/manyata-developers-projects/14003/builder,N/A,1,6,PRM/KA/RERA/1251/310/AG/171114/000400,Structure: RCC Frame Structure,Gymnasium; Swimming Pool,Power Backup; Attached Market; Treated Water Supply; Day Care Center; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Smoke/Heat Sensors; Emergency Rescue / Alarms,Rain Water Harvesting; Sewage Treatment Plant; Normal Park / Central Green; Large Green Area,Cafe / Coffee Bar; Amphitheater
r390015,Puraniks Aldea Espanola Phase 2,"Baner, Pune",Rs63.08 Lac,N/A,Ready to Move,"2, 3 BHK",935 Sq. Ft to 1361 Sq. Ft (Saleable),Puranik,188 units,15 Acres,Ask for Details,Ask for Details,Baner,Pune West,,https://www.squareyards.com/puranik-projects/522/builder,51 Years Experience,8,65,A51800000454,N/A,N/A,N/A,N/A,N/A,N/A
r413870,Kamal Glory,"Kondhwa Budruk, Pune",Price on Request,"Rs9,485 Per Sq. Ft",Ready to Move,1 BHK,442 Sq. Ft (Carpet),Kamal Realty,24 units,0.51 Acres,Ask for Details,Ask for Details,Kondhwa Budruk,Pune South,,https://www.squareyards.com/kamal-realty-projects/29798/builder,N/A,1,N/A,A51800000454,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Kids' Play Areas / Sand Pits,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security,Normal Park / Central Green,Indoor Games
r376463,Loharuka Urban Vista,"Rajarhat, Kolkata",Rs45.00 Lac - 67.24 Lac,N/A,Mid Stage,"2, 3 BHK",512 Sq. Ft to 765 Sq. Ft (Carpet),Loharuka,985 units,7 Acres,Ask for Details,Ask for Details,Rajarhat,East Kolkata,,https://www.squareyards.com/loharuka-projects/700/builder,25 Years Experience,20,N/A,HIRA/A/NOR/2018/000035,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Badminton Court(s); Cricket; Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Table Tennis,Power Backup; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Normal Park / Central Green,Party Hall; Clubhouse; Amphitheater; Indoor Games
r871,Ireo Victory Valley,"Sector 67, Gurgaon",Rs1.30 Cr - 5.41 Cr,N/A,Ready to Move,"2, 3, 4, 5 BHK",1435 Sq. Ft to 5977 Sq. Ft (Saleable),Ireo,868 units,25 Acres,Ask for Details,"Dec 15, 2016",Sector 67,Golf Course Extension,,https://www.squareyards.com/ireo-projects/56/builder,15 Years Experience,18,N/A,660/2017/307,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Double Bowl Sink; Bathroom: Bathtub, Shower Panel, Geyser, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Golf Simulator,Power Backup; Home Automation; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Smart Card Access; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Sauna; Party Hall; Cards Room; Indoor Games; Spa; Luxurious Clubhouse; Jacuzzi
r431559,Silverglades The Legacy,"Sector 63A, Gurgaon",Rs6.72 Cr - 11.52 Cr,"Rs24,000 Per Sq. Ft",New Launch,"3, 4 BHK",2800 Sq. Ft to 4800 Sq. Ft (Saleable),Silverglades,341 units,9.95 Acres,Ask for Details,Ask for Details,Sector 63A,Golf Course Extension,"Luxurious 3, 4 & 5 BHK residences in Sector 63A, Gurgaon.,Strategically located minutes away from Golf Course Extension Road.,Well-planned 3 BHK apartments with 2800 sq. ft. of living space.,Exclusive 4 BHK apartments with 3800 & 4800 sq. ft. of space.,On-site gym and reliable power backup for a comfortable lifestyle.,Oil-bound distemper finishing for master bedrooms for added elegance.",https://www.squareyards.com/silverglades-projects/103/builder,32 Years Experience,2,11,660/2017/307,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Restaurant; Treated Water Supply; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems,Rain Water Harvesting; Sewage Treatment Plant; Normal Park / Central Green,Cafe / Coffee Bar; Dance Room; Sauna; Party Hall; Clubhouse; Amphitheater; Indoor Games; Conference Room; Spa; Food Court
r427302,KRV Ratnadeep Heights,"Nehru Nagar, Mumbai",Rs1.09 Cr - 1.50 Cr,N/A,New Launch,"1, 2 BHK",458 Sq. Ft to 632 Sq. Ft (Carpet),KRV Realty,148 units,0.23 Acres,"The launch date for KRV Ratnadeep Heights is yet to be announced, and it is expected to be available for possession in approximately 3-5 years.",Ask for Details,Nehru Nagar,Mumbai Central Suburbs,"Strategically located on Eastern Express Highway, Santa Cruz Chembur Link Road.,Pioneering project with RERA approval, providing assurance.,Modern amenities like kids play areas and power backup.,Spacious apartments with master bedroom oil bound distemper walls.,Well-appointed residences with vitrified tiles flooring in master bedroom.",https://www.squareyards.com/krv-realty-projects/20003/builder,N/A,1,N/A,A51800000454,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Intercom Facility; Video Phone,Normal Park / Central Green,Clubhouse; Indoor Games
r411500,Shapoorji Pallonji The Odyssey,"Gamdevi, Mumbai",Rs15.00 Cr - 19.27 Cr,N/A,Under Construction,"3, 4 BHK",1500 Sq. Ft to 1927 Sq. Ft (Carpet),Shapoorji Pallonji,25 units,0.17 Acres,Ask for Details,Ask for Details,Gamdevi,Mumbai South,N/A,https://www.squareyards.com/shapoorji-pallonji-projects/494/builder,N/A,7,73,A51800000454,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Table Tennis,Power Backup; Treated Water Supply; 24*7 Water Supply; Multi-level Parking; Lift,24 x 7 Security; CCTV / Video Surveillance; Intercom Facility,Normal Park / Central Green,Party Hall; Clubhouse; Indoor Games
r322869,Anantnath And Forever City,"Diva, Thane",Rs39.00 Lac - 60.00 Lac,"Rs9,661 Per Sq. Ft",Ready to Move,"1, 2 BHK",391 Sq. Ft to 495 Sq. Ft (Carpet),Anantnath,469 units,9 Acres,Ask for Details,"Sep 09, 2019",Diva,Thane City,"Strategically located near Pipeline Rd and Kalyan Shil Road.,Rera-approved project P51700019146 for peace of mind.,Unwind at the in-house gym for a healthy lifestyle.,Enjoy dependable power backup for a seamless living experience.,Well-designed apartments with acrylic emulsion and vitrified tiles.",https://www.squareyards.com/anantnath-projects/2170/builder,8 Years Experience,1,2,A51800000454,Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles,Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track,Power Backup; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance,Normal Park / Central Green,Party Hall; Clubhouse; Indoor Games; Conference Room
r426337,Malpani M Soul Strings,"Pashan, Pune",Rs2.14 Cr - 3.36 Cr,N/A,New Launch,"3, 4 BHK",1302 Sq. Ft to 2060 Sq. Ft (Carpet),Malpani Group,455 units,5.2 Acres,Ask for Details,Ask for Details,Pashan,Pune West,"Strategically located near Mumbai-Bangalore Highway.,Easy access to Baner Road, major commercial hub.,State-of-the-art amenities in a serene environment.,Power Backup and 24x7 Security for complete peace of mind.,Well-appointed apartments with premium specifications.",https://www.squareyards.com/malpani-group-projects/3106/builder,14 Years Experience,1,4,A51800000454,Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Solar Heaters; Treated Water Supply; Pet Area; 24*7 Water Supply; Automatic Boom Barriers; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Normal Park / Central Green,Dance Room; Mini Theatre; Party Hall; Clubhouse; Amphitheater; Indoor Games; Spa; Obeservatory Deck; Senior Citizen Area
r270000,Tata Eureka Park,"Sector 150, Noida",Rs1.32 Cr - 1.89 Cr,N/A,Under Construction,"2, 3 BHK",1100 Sq. Ft to 1575 Sq. Ft (Saleable),Tata,1160 units,20.74 Acres,Ask for Details,"Sep 13, 2019",Sector 150,Noida Expressway,"Luxurious 2, 3 BHK apartments in Sector 150 Noida.,Strategically located near NoidaGreater Noida Expressway and Yamuna Expressway.,Magnificent amenities like gym, power backup and more.,Specifications include master bedroom walls with oil-bound distemper finish.,UPRERAPRJ5448 and UPRERAPRJ469983, Project RERA approved.,A comprehensive brochure available for project knowledge at Squareyards.,Choice of 2, 3 BHK apartments across 1100-1575 sq. ft. units.",https://www.squareyards.com/tata-projects/126/builder,35 Years Experience,5,70,UPRERAAGT10119,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Shower Panel, Geyser, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Gazebo,Power Backup; Home Automation; Treated Water Supply; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area; IGBC Certified Building,Mini Theatre; Reading Room/Library; Sauna; Party Hall; Amphitheater; Indoor Games; Spa; Luxurious Clubhouse; Jacuzzi
