XID,Data Point,Housing,MagicBricks,SquareYards
1239,Price Range,71.0 L - 1.22 Cr,Rs 1.55 Cr - Rs 1.85 Cr,Rs65.00 Lac - 1.06 Cr
1239,Price per Sq.Ft,,,
1239,BHK,"3, 4 BHK Apartments",,"3, 4 BHK"
1239,Property Type,,,
1239,Project Status,,Ready To Move,Ready to Move
1239,Launch Date,"Apr, 2011 Avg. Price: 6.76 K/sq.ft",01 March 2011,Ask for Details
1239,Possession Date,0,01 December 2015,Ask for Details
1239,Total Units,,660.0,660 units
1239,Project Size (Acres),0,,102.86 Acres
1239,Amenities Count,,0,
1239,USP,"Why BPTP Parklands Pride? This high-end, ultra-luxe recreational club will feature a world-class spa and lounge, etc. A township within a township, Pride features previously unheard of concepts in Faridabad like cluster living. Over 2000 trees planted across the township. Each home will come equipped with either a lawn or terrace. View More Highlights",,"Affordable homes at strategic Sector 77 location.,Convenient connectivity to Faridabad Bypass Road, Tigaon Road.,RsERA-certified project - HRERA-PKL-FBD-272-2021,Stay fit with 24x7 Power Backup facility.,Luxurious living with high-quality Plastic Emulsion paint and Laminated Wooden flooring."
1239,Builder Experience,,22+ years,16 Years Experience
1239,Total Towers,,,
1239,Rera Number,Not Found,,660/2017/307
1239,Name,BPTP Parklands Pride,BPTP Parklands Pride,BPTP Parkland Pride Phase 2
1239,Location,"Sector 77, Faridabad","Sector 77, Noida","Sector 77, Faridabad"
1239,Builder Name,BPTP LIMITED,BPTP Ltd.,BPTP
1239,Price Range,71.0 L - 1.22 Cr,Rs 1.55 Cr - Rs 1.85 Cr,Rs65.00 Lac
1239,Price per Sq.Ft,,,
1239,BHK,"3, 4 BHK Apartments",,3 BHK
1239,Property Type,,,
1239,Project Status,,Ready To Move,Under Construction
1239,Launch Date,"Apr, 2011 Avg. Price: 6.76 K/sq.ft",01 March 2011,Ask for Details
1239,Possession Date,0,01 December 2015,Ask for Details
1239,Total Units,,660.0,152 units
1239,Project Size (Acres),0,,19.96 Acres
1239,Amenities Count,,0,
1239,USP,"Why BPTP Parklands Pride? This high-end, ultra-luxe recreational club will feature a world-class spa and lounge, etc. A township within a township, Pride features previously unheard of concepts in Faridabad like cluster living. Over 2000 trees planted across the township. Each home will come equipped with either a lawn or terrace. View More Highlights",,"Strategically located in Sector 77, Faridabad, for easy connectivity.,Fully-fledged infrastructure along Faridabad Bypass Road and Tigaon Road.,RERA certified project HRERA-PKL-FBD-272-2021 for secure investment.,Top-notch amenities for a luxurious and comfortable lifestyle.,Luxurious apartments with modern specifications and impressive views."
1239,Builder Experience,,22+ years,16 Years Experience
1239,Total Towers,,,
1239,Rera Number,Not Found,,660/2017/307
1239,Name,BPTP Parklands Pride,BPTP Parklands Pride,BPTP Parkland Pride
1239,Location,"Sector 77, Faridabad","Sector 77, Noida","Sector 77, Faridabad"
1239,Builder Name,BPTP LIMITED,BPTP Ltd.,BPTP
1239,Price Range,71.0 L - 1.22 Cr,Rs 1.55 Cr - Rs 1.85 Cr,Rs65.00 Lac - 1.06 Cr
1239,Price per Sq.Ft,,,
1239,BHK,"3, 4 BHK Apartments",,"3, 4 BHK"
1239,Property Type,,,
1239,Project Status,,Ready To Move,Ready to Move
1239,Launch Date,"Apr, 2011 Avg. Price: 6.76 K/sq.ft",01 March 2011,Ask for Details
1239,Possession Date,0,01 December 2015,Ask for Details
1239,Total Units,,660.0,660 units
1239,Project Size (Acres),0,,102.86 Acres
1239,Amenities Count,,0,
1239,USP,"Why BPTP Parklands Pride? This high-end, ultra-luxe recreational club will feature a world-class spa and lounge, etc. A township within a township, Pride features previously unheard of concepts in Faridabad like cluster living. Over 2000 trees planted across the township. Each home will come equipped with either a lawn or terrace. View More Highlights",,"Affordable homes at strategic Sector 77 location.,Convenient connectivity to Faridabad Bypass Road, Tigaon Road.,RsERA-certified project - HRERA-PKL-FBD-272-2021,Stay fit with 24x7 Power Backup facility.,Luxurious living with high-quality Plastic Emulsion paint and Laminated Wooden flooring."
1239,Builder Experience,,22+ years,16 Years Experience
1239,Total Towers,,,
1239,Rera Number,Not Found,,660/2017/307
1239,Name,BPTP Parklands Pride,BPTP Parklands Pride,BPTP Parkland Pride Phase 2
1239,Location,"Sector 77, Faridabad","Sector 77, Noida","Sector 77, Faridabad"
1239,Builder Name,BPTP LIMITED,BPTP Ltd.,BPTP
1239,Price Range,71.0 L - 1.22 Cr,Rs 1.55 Cr - Rs 1.85 Cr,Rs65.00 Lac
1239,Price per Sq.Ft,,,
1239,BHK,"3, 4 BHK Apartments",,3 BHK
1239,Property Type,,,
1239,Project Status,,Ready To Move,Under Construction
1239,Launch Date,"Apr, 2011 Avg. Price: 6.76 K/sq.ft",01 March 2011,Ask for Details
1239,Possession Date,0,01 December 2015,Ask for Details
1239,Total Units,,660.0,152 units
1239,Project Size (Acres),0,,19.96 Acres
1239,Amenities Count,,0,
1239,USP,"Why BPTP Parklands Pride? This high-end, ultra-luxe recreational club will feature a world-class spa and lounge, etc. A township within a township, Pride features previously unheard of concepts in Faridabad like cluster living. Over 2000 trees planted across the township. Each home will come equipped with either a lawn or terrace. View More Highlights",,"Strategically located in Sector 77, Faridabad, for easy connectivity.,Fully-fledged infrastructure along Faridabad Bypass Road and Tigaon Road.,RERA certified project HRERA-PKL-FBD-272-2021 for secure investment.,Top-notch amenities for a luxurious and comfortable lifestyle.,Luxurious apartments with modern specifications and impressive views."
1239,Builder Experience,,22+ years,16 Years Experience
1239,Total Towers,,,
1239,Rera Number,Not Found,,660/2017/307
1350,Name,,Puri Diplomatic Greens,Puri Diplomatic Greens Villas
1350,Location,,"Sector 111, Gurgaon","Sector 111, Gurgaon"
1350,Builder Name,,Puri Construction Pvt. Ltd.,Puri
1350,Price Range,,,Rs9.60 Cr - 10.44 Cr
1350,Price per Sq.Ft,,,
1350,BHK,,,5 BHK
1350,Property Type,,,
1350,Project Status,,,Ready to Move
1350,Launch Date,,,Ask for Details
1350,Possession Date,,,Ask for Details
1350,Total Units,,450.0,10 units
1350,Project Size (Acres),,20 Acre,20 Acres
1350,Amenities Count,,44,
1350,USP,,"Excellent infrastructure in the sector and roads which connect Puri Diplomatic Greens to other parts of NCR make it a popular residential choice. | The Dwarka Expressway is 33 min | Huda City Centre Gurgaon 30 min | Gurgaon railway station 19 min | IGI airport 39 minutes away from the society making it easy for people residing here to commute anywhere with ease. | USP:
USP of Puri Diplomatic Greens is the proximity to several civic amenities including restaurants (The Serve Point, Leela’s Restaurant), banks (State Bank of India, Oriental Bank of Commerce), hospitals (Shri Balaji’s Multispeciality Hospital), schools (St. Paul’s School, Shree Shyam Public School), mall (Elan Miracle) within a radius of 5 km of the society","Strategically located on Old Delhi Gurgaon Road and Dwarka Expressway.,Exclusive 3BHK and 4BHK villas with modern amenities.,Power backup and gym facility for a comfortable lifestyle.,Luxurious interiors with oil bound distemper walls and vitrified flooring.,Dwell in a secure gated community with secured parking."
1350,Builder Experience,,75 Years,42 Years Experience
1350,Total Towers,,,
1350,Rera Number,,,660/2017/307
2718,Name,,DLF Regal Gardens,DLF Regal Gardens
2718,Location,,"Sector 90, Gurgaon","Sector 90, Gurgaon"
2718,Builder Name,,DLF Ltd.,DLF
2718,Price Range,,,Rs1.03 Cr - 1.58 Cr
2718,Price per Sq.Ft,,Rs 7340,
2718,BHK,,"2,3,4 BHK Flats","2, 3, 4 BHK"
2718,Property Type,,,
2718,Project Status,,,Ready to Move
2718,Launch Date,,,Ask for Details
2718,Possession Date,,,"Jan 01, 2017"
2718,Total Units,,587.0,562 units
2718,Project Size (Acres),,11 Acre,11 Acres
2718,Amenities Count,,0,
2718,USP,,"1.62 Hectares of Green Open Space | Elegant Landscaping by Landscape Architect Paul Friedberg | 16,000 sqft Sunken Clubhouse - Regal Club | Fire Fighting System with Sprinklers | 24/7 State-of-the-art Security | Location Advantage:
IMT Manesar - 6.2 Km | NPR - 6.2 Km | Sohna Road - 23.3 Km | MG Road Gurugram - 25 Km | Dwarka - 28.6 Km | IGI Airport - 31.7 Km | South Delhi - 35.9 Km | Air-conditioned residential unit | Dedicated children's play area surrounded by landscaped garden | Balconies in all master bedrooms for fresh air | Comprehensive amenities catering to resident needs | Air-conditioned residential unit | Dedicated children's play area surrounded by landscaped garden | Balconies in all master bedrooms for fresh air | Comprehensive amenities catering to resident needs","Spread area 11 acres,Easy access from all the well-connected roads,Configuration 2 BHK to 4BHK,All top-notch amenities delivered,Located in Sector 90, Gurgaon, to provide great connectivity to city centers,Developed by DLF Home Developer, with a reputation for quality construction and timely delivery,Fitted with amenities such as a gym, clubhouse, banquet hall, and indoor games room,Includes CCTV surveillance and firefighting facilities, providing safety to residents,Offers round-the-clock power supply, increasing the convenience of residents"
2718,Builder Experience,,75+ years,70 Years Experience
2718,Total Towers,,,
2718,Rera Number,,,660/2017/307
5456,Name,Puri Emerald Bay,Puri Emerald Bay,Puri Emerald Bay
5456,Location,"Sector 104, Dwarka Expressway, Gurgaon","Sector 104, Gurgaon","Sector 104, Gurgaon"
5456,Builder Name,PURI CONSTRUCTIONS PVT LTD,Puri Construction Pvt. Ltd.,Puri
5456,Price Range,2.0 Cr - 3.85 Cr,,Rs1.40 Cr - 2.21 Cr
5456,Price per Sq.Ft,,Rs 11935,
5456,BHK,"2, 2.5, 3 BHK Apartments","2,3 BHK Flats","2, 3 BHK"
5456,Property Type,,,
5456,Project Status,,,Ready to Move
5456,Launch Date,"Jan, 2013 Avg. Price: Price on request",,Ask for Details
5456,Possession Date,0,,"Dec 30, 2018"
5456,Total Units,,496.0,498 units
5456,Project Size (Acres),17 Acres (85% open),17 Acre,17.17 Acres
5456,Amenities Count,,0,
5456,USP,"Why Puri Emerald Bay? 3 open side properties Spectacular view of national park Some of the amenities are gated community, community hall and center The total area of the project is 16 acres The open area in the project is 80 %","Salient FeaturesAll Sculpture are imported from Bali, Indonesia which enhance its aesthetic beauty | Architecture designed by Internationally acclaimed , award winning architects - ARCOP | Landscape Architects: Site Concepts International Singapore (SCI) | 3 to a core, 3 Side Open apartments. | 3 Elevator per Tower. | 85% of the spaces. | RCC structure with German UPVC Windows. | Air Purifier in Living Room. | Ceiling Fans, Exhaust Fans & Geysers. | Cupboards in Each Bedroom. | Refrigerator, Microwave & Washing Machine. | Imported Marble Flooring. | Modular Kitchen with Hob and Chimney. | VRV Air-conditioning. | The ClubhouseTwo Clubs of approx. 12500 sq. ft. each. | Two Clubhouses, Each for the Cluster of Three Towers | Two State-Of-Art Gyms. | Private Movie Theatre. | Dance Studio. | Music Studio. | Meditation Room. | Billiards Room. | Badminton Court. | Multiple pools. | Multi-Purpose Hall. | Coffee bar, Extensive landscapes. | Walkways, Children’s play areas. | Skating Rink | Location Advantage:
Wide roads and swift transport system. | It's area holds largest job opportunities. | In vicinity with school, hospital and local market. | Good residential colonies within the radius. | Perfectly close to IGI Airport and Delhi border. | Noida, Faridabad and Delhi fully approachable by road. | It’s perfect position on Dwarka Expressway. | Infrastructure
Pataudi Road 4 km | 20 min | Shanti Niketan ... 6 km | 25 min | Ansal Plaza 6 km | 25 min | Neighborhood
Sector 101 2 km | 15 min | Sector 103 2 km | 15 min | Sector 102 2 km | 15 min | Recipient of Best Residential Property of The Year | Dwarka Expressway's finest residential community | Rich landscaping incorporating water features | Dual clubhouses for 3 towers | Private mini theatre for entertainment at fingertips | Two advanced Gyms | Apartments with 3 open sides | Recipient of Best Residential Property of The Year | Dwarka Expressway's finest residential community | Rich landscaping incorporating water features | Dual clubhouses for 3 towers | Private mini theatre for entertainment at fingertips | Two advanced Gyms | Apartments with 3 open sides",
5456,Builder Experience,,75 Years,42 Years Experience
5456,Total Towers,,,
5456,Rera Number,136 OF 2017,,660/2017/307
5832,Name,Nirala Estate,Nirala Estate Phase 2,Nirala Estate
5832,Location,"GH 04, Techzone 4, Greater Noida","Noida Extension, Noida","Tech Zone 4 Greater Noida, Greater Noida"
5832,Builder Name,NIRALA WORLD,Nirala World,Nirala World
5832,Price Range,94.0 L - 2.28 Cr,,Rs1.06 Cr - 2.48 Cr
5832,Price per Sq.Ft,,Rs 7711,
5832,BHK,"2, 2.5, 3, 3.5, 4.5 BHK Apartments","2,3 BHK Flats","2, 3, 4 BHK"
5832,Property Type,,,
5832,Project Status,,,Under Construction
5832,Launch Date,"May, 2010 Avg. Price: 9.84 K/sq.ft",,Ask for Details
5832,Possession Date,0,,Ask for Details
5832,Total Units,,1948.0,2090 units
5832,Project Size (Acres),11 Acres,11 Acre,25 Acres
5832,Amenities Count,,40,
5832,USP,Why Nirala Estate? Spacious properties Peaceful surroundings The project is spread over a total area of 25 acres of land It has 80% of open space Nirala estate has a total of 18 towers View More Highlights,"Located in the heart of Techzone-4, Noida Extension | Total development spread over 11 acre area | 100% Power Back-up in Common Area | Each flats 3 side open | 2/3 BHK Luxury Apartment | 1600 Families Already Residing | Futuristic Home with Optical Fiber Network | Near proposed metro connectivity | Quick access to Delhi, Ghaziabad and Noida | Apartments with scenic vistas on three sides | Apartments with modern specifications | 100% power backup with residences",
5832,Builder Experience,,29+ years,23 Years Experience
5832,Total Towers,,,
5832,Rera Number,UPRERAPRJ519100,,UPRERAAGT10119
6136,Name,,DLF Skycourt,
6136,Location,,"Sector 86, Gurgaon",
6136,Builder Name,,DLF Ltd.,
6136,Price Range,,Rs 2.31 Cr - Rs 2.35 Cr,
6136,Price per Sq.Ft,,Rs 10952,
6136,BHK,,3 BHK Flats,
6136,Property Type,,,
6136,Project Status,,,
6136,Launch Date,,,
6136,Possession Date,,,
6136,Total Units,,684.0,
6136,Project Size (Acres),,13 Acre,
6136,Amenities Count,,0,
6136,USP,,"Over 300 families have moved-in | Usable stilt areas | 25 water bodies | Uber sized sky deck | Grand/Double heighted entrance lobby (Air conditioned with Bose music setup) | Strategically placed amenities (Double of every amenity, each cluster has their own).",
6136,Builder Experience,,75+ years,
6136,Total Towers,,,
6136,Rera Number,,,
7662,Name,Paramount Golfforeste Villas,Paramount Golfforeste,Paramount Golfforeste Villas
7662,Location,"Plot No. BGH A, Site C 9 (Housing Extension Road), Opposite Sector Zeta, Surajpur, Gulistanpur","Zeta, Greater Noida","GN Sector Zeta I, Greater Noida"
7662,Builder Name,PARAMOUNT PROPBUILD PVT LTD,Paramount Group,Paramount
7662,Price Range,1.09 Cr - 1.5 Cr,"₹ 2.15 Cr
₹1.87 lakh EMI",Rs75.00 Lac - 2.00 Cr
7662,Price per Sq.Ft,,,
7662,BHK,"2, 3 BHK Apartments",,"3, 4 BHK"
7662,Property Type,,,
7662,Project Status,,,Ready to Move
7662,Launch Date,"Dec, 2010 Avg. Price: 4.97 K - 7.95 K/sq.ft",,Ask for Details
7662,Possession Date,0,,"Apr 30, 2015"
7662,Total Units,,1600.0,1988 units
7662,Project Size (Acres),0,90 Acre,90 Acres
7662,Amenities Count,,0,
7662,USP,Not Found,"InfrastructureNoida-Greater N.6 km | 25 min | Yamuna Expressw.10 km | 45 min | Omaxe Connaught.3 km | 15 min | Somerville Scho.4 km | 20 min | Green City Hosp.3 km | 15 min | NeighborhoodZeta II 2 km | 15 min | Delta III 2 km | 15 min | Eta I 2 km | 15 min | Project USP:
Futuristic Home – Music/Games on Demand | Energy Efficient Construction | Bus service for the residents | Planned by the world-famous architecture company Surbana International, Singapore | Luxurious resort-style living experience | Bus service for the residents | Bus service for the residents | Planned by the world-famous architecture company Surbana International, Singapore | Luxurious resort-style living experience | Bus service for the residents",
7662,Builder Experience,,26+ years,23 Years Experience
7662,Total Towers,,,
7662,Rera Number,Not Found,,UPRERAAGT10119
7662,Name,Paramount Golfforeste Villas,Paramount Golfforeste,Paramount Golfforeste
7662,Location,"Plot No. BGH A, Site C 9 (Housing Extension Road), Opposite Sector Zeta, Surajpur, Gulistanpur","Zeta, Greater Noida","GN Sector Zeta I, Greater Noida"
7662,Builder Name,PARAMOUNT PROPBUILD PVT LTD,Paramount Group,Paramount
7662,Price Range,1.09 Cr - 1.5 Cr,"₹ 2.15 Cr
₹1.87 lakh EMI",Rs21.00 Lac - 1.96 Cr
7662,Price per Sq.Ft,,,
7662,BHK,"2, 3 BHK Apartments",,"1, 2, 3, 4 BHK"
7662,Property Type,,,
7662,Project Status,,,Ready to Move
7662,Launch Date,"Dec, 2010 Avg. Price: 4.97 K - 7.95 K/sq.ft",,Ask for Details
7662,Possession Date,0,,Ask for Details
7662,Total Units,,1600.0,3576 units
7662,Project Size (Acres),0,90 Acre,90 Acres
