XID,Phase,Data Point,Housing,MagicBricks,SquareYards
2718,1,Specifications,,"Floor : Imported Marble
Walls :    Acrylic Emulsion paint on POP punning
Ceiling : Acrylic Emulsion Paint
Floor :    Laminated Wooden Flooring
Walls :    Acrylic Emulsion paint on POP punning
Ceiling : Acrylic Emulsion Paint
Walls :    Tiles upto 2' above counter & Acrylic Emulsion paint in balance area
Floor :    Anti-skid Tiles
Ceiling : Acrylic Emulsion Paint
Counter : Made in Marble / Granite / Synthetic stone
Fittings / Fixtures : CP Fittings, Double bowl single drain board SS Sink, Exhaust fan.
Floor :    Terrazzo tiles / Terrazzo cast-in-situ / Ceramic tiles
Ceiling : Exterior paint
Walls :    Combination of Tiles, Acrylic Emulsion Paint & Mirror
Floors : Anti-Skid Tiles
Ceiling : Acrylic Emulsion Paint
Counter : Made in Marble / Granite / Synthetic stone
Fixtures / Accessories : Glass Shower-partition in toilets (7'Ht.), Exhaust Fan, Towel rail / ring, Toilet paper Holder, Soap dish. All standard make.
Sanitary ware / CP Fittings : Single Lever CP fittings, Wash Basin, Floor mounted / Wall-hung WC of Kohler / Roca / Duravit / Parryware or Equivalent make.
CPVC & UPVC piping for water supply inside the toilet & kitchen and vertical down takes.
Fire Fighting System with sprinklers, smoke detection system etc. as per NBC norms.
Internal & Entrance Doors : Painted / Polished / frame with Painted / Polished flush door / Moulded Skin shutters.
Windows / External Glazing single glass unit with tinted / reflective and / or clear glass with powder coated Aluminum / UPVC Frames in habitable rooms and Aluminum / UPVC frames with clear / Frosted Glass in all toilets.
100% DG Power back-up as mentioned below:-
a) 2 BHK         - Not exceeding 5 KVA per apartment
b) 3 BHK         - Not exceeding 6 KVA per apartment
c) 4 BHK         - Not exceeding 7 KVA per apartment
DG Capacity shall be at 70% of load factor & 70% over-all diversity for apartments as well as for common areas
Secured Gated Community with access Control at entrancs. CCTV in driveway of Parking Basements, Ground Floor & Basement Entrance Lobbies & inside the car of elevators, one intercom point in each apartment
Lifts : Passenger and Service Elevators
Lift Lobby Floors : Combination of Granite / Marble / Tiles
Lift Lobby Walls : Combination of Granite / Glass / Acrylic Emulsion Paint on POP punning / Textured Paint
Floor : Terrazzo / Mosaic Tiles / Marble / Kota Stone
Walls : Flat oil Paint
Multi Purpose Hall with Banqueting Facility
Card Room
Pool Room
Table Tennis
Gymnasium with Modern Equipments
Massage Room
Mini Home Theater / A.V Room
Swimming Pool with Change Rooms
Kid's Pool","Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Double Bowl Sink; Bathroom: Shower Panel, Premium Bath Fittings; Structure: Seismic Zone V Compliant"
2718,1,Amenities,,,
5456,1,Name,Puri Emerald Bay,Puri Emerald Bay,Puri Emerald Bay
5456,1,Location,"Sector 104, Dwarka Expressway, Gurgaon","Sector 104, Gurgaon","Sector 104, Gurgaon"
5456,1,Builder Name,PURI CONSTRUCTIONS PVT LTD,Puri Construction Pvt. Ltd.,Puri
5456,1,Price Range,2.0 Cr - 3.85 Cr,,Rs1.40 Cr - 2.21 Cr
5456,1,Price per Sq.Ft,,Rs 11935,
5456,1,BHK,"2, 2.5, 3 BHK Apartments","2,3 BHK Flats","2, 3 BHK"
5456,1,Property Type,,,
5456,1,Project Status,,,Ready to Move
5456,1,Launch Date,"Jan, 2013 Avg. Price: Price on request",,Ask for Details
5456,1,Possession Date,0,,"Dec 30, 2018"
5456,1,Total Units,,496.0,498 units
5456,1,Project Size (Acres),17 Acres (85% open),17 Acre,17.17 Acres
5456,1,Amenities Count,,0.0,
5456,1,USP,"Why Puri Emerald Bay? 3 open side properties Spectacular view of national park Some of the amenities are gated community, community hall and center The total area of the project is 16 acres The open area in the project is 80 %","Salient FeaturesAll Sculpture are imported from Bali, Indonesia which enhance its aesthetic beauty | Architecture designed by Internationally acclaimed , award winning architects - ARCOP | Landscape Architects: Site Concepts International Singapore (SCI) | 3 to a core, 3 Side Open apartments. | 3 Elevator per Tower. | 85% of the spaces. | RCC structure with German UPVC Windows. | Air Purifier in Living Room. | Ceiling Fans, Exhaust Fans & Geysers. | Cupboards in Each Bedroom. | Refrigerator, Microwave & Washing Machine. | Imported Marble Flooring. | Modular Kitchen with Hob and Chimney. | VRV Air-conditioning. | The ClubhouseTwo Clubs of approx. 12500 sq. ft. each. | Two Clubhouses, Each for the Cluster of Three Towers | Two State-Of-Art Gyms. | Private Movie Theatre. | Dance Studio. | Music Studio. | Meditation Room. | Billiards Room. | Badminton Court. | Multiple pools. | Multi-Purpose Hall. | Coffee bar, Extensive landscapes. | Walkways, Children’s play areas. | Skating Rink | Location Advantage:
Wide roads and swift transport system. | It's area holds largest job opportunities. | In vicinity with school, hospital and local market. | Good residential colonies within the radius. | Perfectly close to IGI Airport and Delhi border. | Noida, Faridabad and Delhi fully approachable by road. | It’s perfect position on Dwarka Expressway. | Infrastructure
Pataudi Road 4 km | 20 min | Shanti Niketan ... 6 km | 25 min | Ansal Plaza 6 km | 25 min | Neighborhood
Sector 101 2 km | 15 min | Sector 103 2 km | 15 min | Sector 102 2 km | 15 min | Recipient of Best Residential Property of The Year | Dwarka Expressway's finest residential community | Rich landscaping incorporating water features | Dual clubhouses for 3 towers | Private mini theatre for entertainment at fingertips | Two advanced Gyms | Apartments with 3 open sides | Recipient of Best Residential Property of The Year | Dwarka Expressway's finest residential community | Rich landscaping incorporating water features | Dual clubhouses for 3 towers | Private mini theatre for entertainment at fingertips | Two advanced Gyms | Apartments with 3 open sides",
5456,1,Builder Experience,,75 Years,42 Years Experience
5456,1,Total Towers,,,
5456,1,Rera Number,136 OF 2017,,660/2017/307
5456,1,Specifications,,"FLOORS: Imported Marble/Stone
WALLS: Acrylic Emulsion Paint
CEILING: Acrylic Emulsion Paint
DOORS: Hardwood Door Frames with Polish Solid Wood Panelled Door
WINDOW/GLAZING: UPVC/Aluminium Windows
OTHERS: VRV Air-Conditioning
ELECTRICAL: Copper Electrical Wiring in Concealed Conduits and MCB and Fibre Optics for Telephone, Internet, I.P. TV Connection & Premium Modular Switches.
FLOORS: Imported Marble/Stone
WALLS: Acrylic Emulsion Paint
CEILING: Acrylic Emulsion Paint
DOORS: Hardwood Door Frames With Paint Finish Flush Doors
WINDOW/GLAZING: UPVC/Aluminium Windows
OTHERS: VRV Air-Conditioning
ELECTRICAL: Copper Electrical Wiring in Concealed Conduits and MCB and Fibre Optics for Telephone, Internet, & I.P. TV Connection.
FLOORS: Vitrified Tiles
WALLS: Ceramic Tiles/Paint
CEILING: False Ceiling with Acrylic Emulsion Paint
DOORS: Hardwood Frames with Painted Flush Door
WINDOW/GLAZING: UPVC/Aluminium Windows
OTHERS: Kohler/Grohe/Equivalent Quality Chinaware, CP Fittings, Marble Counter
ELECTRICAL: Copper Electrical Wiring in Concealed Conduits and MCB.
FLOORS: Tiles
WALLS: OBD
CEILING: OBD
DOORS: Hardwood Frames with Painted Flush Door
WINDOW/GLAZING: UPVC/Aluminium Windows
OTHERS: Tiles and Fittings
ELECTRICAL: Copper Electrical Wiring in Concealed Conduits and MCB.
FLOORS: Tiles
WALLS: OBD
CEILING: OBD
DOORS: Hardwood Frames with Painted Flush Door
WINDOW/GLAZING: UPVC/Aluminium Windows
OTHERS: Tiles and Chinaware and CP Fittings
ELECTRICAL: Copper Electrical Wiring in Concealed Conduits and MCB
FLOORS: Anti-Skid Tiles
WALLS: Weather Proof Paint
CEILING: Weather Proof Paint
DOORS: UPVC/Aluminium Windows
WINDOW/GLAZING: UPVC/Aluminium Windows
OTHERS: VRV Air-Conditioning
ELECTRICAL: Copper Electrical Wiring in Concealed Conduits and MCB
CCTVs In Basements And Main Entrance Lobby For Surveillance. Video Door Phone
FLOORS: Imported Marble/Stone
WALLS: Tiles and Acrylic Emulsion Paint
CEILING: Acrylic Emulsion Paint
DOORS: Hardwood Frames With Painted Flush Doors
WINDOW/GLAZING: UPVC/Aluminium Windows
OTHERS: Modular Kitchen with Hob and Chimney
ELECTRICAL: Copper Electrical Wiring in Concealed Conduits & MCB
Club House With Multiple Swimming Pools, Unisex Gym, Multi-Purpose Hall, Coffee Bar, Table Tennis and Billiards Room, Extensive Landscapes and Water Bodies.","Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Shower Panel, Geyser, Premium Bath Fittings; Structure: RCC Frame Structure"
5456,1,Amenities,Amphitheater Internet / Wi-Fi Tennis Court Skating Rink Swimming Pool Vastu Compliant Landscaping & Tree Planting Mini Theatre Gymnasium School Car Parking Multipurpose Room Jogging Track Gated Community Sports Facility Shopping Mall Bowling Alley Hospital Club House Intercom Children's Play Area Entrance Lobby Yoga / Meditation Area Lift(s) Badminton Court 24x7 CCTV Surveillance Video Door Security Water Sports Basketball Court Community Hall Staff Quarter Paved Compound ATM Rain Water Harvesting 24x7 Security Jacuzzi Power Backup Cigar Lounge Cafeteria Billiards / Snooker Table Less Source_URL: https://housing.com/in/buy/projects/page/1290-puri-emerald-bay-by-puri-constructions-pvt-ltd-in-sector-104 Extraction_Date: 2025-04-02 01:35:37  Processing URL 927/5207: https://housing.com/in/buy/projects/page/314397-sansa-county-sector-ii-by-auro-realty-in-patancheru,,
5832,1,Name,Nirala Estate,Nirala Estate Phase 2,Nirala Estate
5832,1,Location,"GH 04, Techzone 4, Greater Noida","Noida Extension, Noida","Tech Zone 4 Greater Noida, Greater Noida"
5832,1,Builder Name,NIRALA WORLD,Nirala World,Nirala World
5832,1,Price Range,94.0 L - 2.28 Cr,,Rs1.06 Cr - 2.48 Cr
5832,1,Price per Sq.Ft,,Rs 7711,
5832,1,BHK,"2, 2.5, 3, 3.5, 4.5 BHK Apartments","2,3 BHK Flats","2, 3, 4 BHK"
5832,1,Property Type,,,
5832,1,Project Status,,,Under Construction
5832,1,Launch Date,"May, 2010 Avg. Price: 9.84 K/sq.ft",,Ask for Details
5832,1,Possession Date,0,,Ask for Details
5832,1,Total Units,,1948.0,2090 units
5832,1,Project Size (Acres),11 Acres,11 Acre,25 Acres
5832,1,Amenities Count,,40.0,
5832,1,USP,Why Nirala Estate? Spacious properties Peaceful surroundings The project is spread over a total area of 25 acres of land It has 80% of open space Nirala estate has a total of 18 towers View More Highlights,"Located in the heart of Techzone-4, Noida Extension | Total development spread over 11 acre area | 100% Power Back-up in Common Area | Each flats 3 side open | 2/3 BHK Luxury Apartment | 1600 Families Already Residing | Futuristic Home with Optical Fiber Network | Near proposed metro connectivity | Quick access to Delhi, Ghaziabad and Noida | Apartments with scenic vistas on three sides | Apartments with modern specifications | 100% power backup with residences",
5832,1,Builder Experience,,29+ years,23 Years Experience
5832,1,Total Towers,,,
5832,1,Rera Number,UPRERAPRJ519100,,UPRERAAGT10119
5832,1,Specifications,,"Vitrified tiles 2'x 2' in Drawing Room, Kitchen and all bedrooms
Ceramic tiles in servant room, bathrooms and balconies
Finished wall and ceiling with OBD in pleasing shades
Granite working top and stainless steel sink with drain board
2'-0"" dado above the working top by ceramic tiles
Woodwork below the working top
Ceramic tiles on walls up to door level
White sanitary ware of hindware, imported or eqivalent
CP fittings of Jaguar / Imported or equivalent
Plumbing done with UPVC/CPVC pipes to avoid corrosion
Outer doors and windows aluminium powder coated aluminium powder coated
Internal door-frames of Marandi or equivalent wood
Internal door-flush door of designer look
Main entry door frame of marandi or equivalent wood with flush door of Designer look
Good quality hardware fittings
Copper wire in PVC conducts with MCB supported circuits and adequate number of points and light points on the ceilings
One landline connection with intercom facilities
Provision for DTH/IPTV connection
100% DG power back-up for all common areas
100% DG power back-up available to individual flat on paid basis
High speed passenger elevators
Lift lobby floor - combination of one or more of marble/ granite / vitrified tiles
Floor-Terrazzo / Mozzaic tiles / marble stone
Dry distempe",Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure
5832,1,Amenities,"Amphitheater Tennis Court Swimming Pool Skating Rink Fountains Vastu Compliant Gymnasium Car Parking 24X7 Water Supply Multipurpose Room Jogging Track Senior Citizen Siteout Indoor Games Pergola Sports Facility Lawn Tennis Court Club House Intercom Children's Play Area Yoga / Meditation Area Security Cabin Barbecue Area Lift(s) Party Hall Badminton Court 24x7 CCTV Surveillance Video Door Security Basketball Court Staff Quarter Rain Water Harvesting 24x7 Security Jacuzzi Power Backup Less Source_URL: https://housing.com/in/buy/projects/page/6579-nirala-estate-by-nirala-world-in-noida-extension, Extraction_Date: 2025-04-04 02:34:20  Processing URL 4166/5207: https://housing.com/in/buy/projects/page/51400-paradise-sai-world-empire-phase-1-by-paradise-group-in-kharghar,","Club House, Cafeteria/Food Court, Bar/Lounge, Jogging and Strolling Track, Outdoor Tennis Courts, Private Terrace/Garden, Power Back Up, Swimming Pool, Lift, Security, Park, Reserved Parking, Service/Goods Lift, Visitor Parking, Intercom Facility, Maintenance Staff, Banquet Hall, Gymnasium, Indoor Games Room, Kids Club, AEROBICS ROOM, DTH Television Facility, Flower Gardens, Laundry Service, Piped Gas, Rain Water Harvesting, RO Water System, Water Storage, Air Conditioned, Indoor Squash & Badminton Courts, Meditation Area, Vaastu Compliant, Internet/Wi-Fi Connectivity, Waste Disposal, Conference Room, Earth quake resistant, CCTV Camera, Kids play area, Event Space & Amphitheatre, Fire Fighting Equipment",
6136,1,Name,,DLF Skycourt,
6136,1,Location,,"Sector 86, Gurgaon",
6136,1,Builder Name,,DLF Ltd.,
6136,1,Price Range,,Rs 2.31 Cr - Rs 2.35 Cr,
6136,1,Price per Sq.Ft,,Rs 10952,
6136,1,BHK,,3 BHK Flats,
6136,1,Property Type,,,
6136,1,Project Status,,,
6136,1,Launch Date,,,
6136,1,Possession Date,,,
6136,1,Total Units,,684.0,
6136,1,Project Size (Acres),,13 Acre,
6136,1,Amenities Count,,0.0,
6136,1,USP,,"Over 300 families have moved-in | Usable stilt areas | 25 water bodies | Uber sized sky deck | Grand/Double heighted entrance lobby (Air conditioned with Bose music setup) | Strategically placed amenities (Double of every amenity, each cluster has their own).",
6136,1,Builder Experience,,75+ years,
6136,1,Total Towers,,,
6136,1,Rera Number,,,
6136,1,Specifications,,"Floor : Imported Marble
Walls : Acrylic Emulsion paint on POP punning
Ceiling : Acrylic Emulsion paint
Floor : Laminated Wooden Flooring
Walls : Acrylic Emulsion paint on POP punning
Ceiling : Acrylic Emulsion paint
Walls : Tiles upto 2’ above counter & Acrylic Emulsion paint in balance area
Floor : Anti-skid Tiles
Ceiling : Acrylic Emulsion paint
Counter : Made in Marble / Granite / Synthetic stone
Fittings / Fixtures : CP fittings, Double bowl single drain board SS Sink, Exhaust fan
Floor : Terrazzo tiles / Terrazzo cast-in-situ/ Ceramic tiles
Ceiling : Exterior Paint
Walls : Combination of Tiles, Acrylic Emulsion paint & Mirror
Floors : Anti-skid Tiles
Ceiling : Acrylic Emulsion paint
Counter : Marble / Granite / Synthetic stone
Fixtures/Accessories : Glass Shower-partition in toilet (7’Ht), Exhaust Fan, Towel rail/ring, Toilet paper Holder, Soap dish. All standard made.
Sanitary ware/ CP fittings : Single Lever CP fittings, Wash Basin, Floor mounted / Wall-hung WC of Kohler / Roca / Duravit / Parryware or Equivalent make.
CPVC & UPVC piping for water supply inside the toilet & kitchen and vertical down takes.
Fire Fighting System with sprinklers, smoke detection system etc. as per NBC norms
Fire System with, smoke/ heat/ multicriteria  detectors as per NBC norms.
Internal & Entrance Doors Frame with Painted/ Polished flush door / Moulded  Skin shutters.
External Glazing
Windows / External Glazing Single glass unit with tinted/reflective and/or clear glass with powder coated Aluminum / UPVC Frames in habitable rooms and Aluminum / UPVC frames with /Frosted glass in all toilets.
Modular switches of North West / Crabtree / MK or equivalent  make, copper wiring and ceiling light fixtures in Balconies.
100 % DG Power back-up as mentioned :- 3 BHK – Not exceeding 9 KVA per apartment
DG Capacity shall be at 70% of load factor & 70% over-all diversity for apartments as well as for common areas",
6136,1,Amenities,,,
7662,1,Name,Paramount Golfforeste Villas,Paramount Golfforeste,Paramount Golfforeste Villas
7662,1,Location,"Plot No. BGH A, Site C 9 (Housing Extension Road), Opposite Sector Zeta, Surajpur, Gulistanpur","Zeta, Greater Noida","GN Sector Zeta I, Greater Noida"
