XID,URL,Project Name,Phase,Location,Price Range,Price per Sqft,Project Status,Configurations,Unit Sizes,Builder,Total Number of Units,Project Size,Launch Date,Completion Date,Locality,Micro Market,USP,Builder URL,Builder Experience,Ongoing Projects,Past Projects,RERA Number,Specifications,Sports Amenities,Convenience Amenities,Safety Amenities,Environment Amenities,Leisure Amenities
404772,https://www.squareyards.com/gurgaon-residential-property/central-park-the-orchard/217447/project,Central Park The Orchard,Square Yards  Phase 1,"Sohna Sector 33, Gurgaon",Rs4.26 Cr - 8.30 Cr,"Rs20,000 Per Sq. Ft",Under Construction,"3, 4 BHK",2129 Sq. Ft to 4150 Sq. Ft (Saleable),Central Park Group,284 units,4.12 Acres,Ask for Details,Ask for Details,Sohna Sector 33,Sohna,,https://www.squareyards.com/central-park-group-projects/21/builder,13 Years Experience,2,14,660/2017/307,"Master Bedroom-Walls: Plastic Emulsion; Master Bedroom-Flooring: Italian/Imported Marble; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Italian/Imported Marble; Walls: Plastic Emulsion; Living Area-Flooring: Italian/Imported Marble; Ceilings: PoP Design / Punning; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Refrigrator, Microwave; Bathroom: Jacuzzi, Shower Panel, Geyser, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Football; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Golf Putting; Rappelling/Rock Climbing; Gazebo,Power Backup; Restaurant; Home Automation; Treated Water Supply; Day Care Center; Pet Area; 24*7 Water Supply; ATM's; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area,Massage Room; Dance Room; Reading Room/Library; Sauna; Party Hall; Cards Room; Clubhouse; Indoor Games; Spa; Jacuzzi
390137,https://www.squareyards.com/gurgaon-residential-property/tulip-monsella/113706/project,Tulip Monsella,Square Yards  Phase 1,"Sector 53, Gurgaon",Rs7.90 Cr - 12.38 Cr,N/A,Under Construction,"3, 4, 5 BHK",2874 Sq. Ft to 4503 Sq. Ft (Saleable),Tulip,1383 units,19.24 Acres,Ask for Details,Ask for Details,Sector 53,Golf Course Road,,https://www.squareyards.com/tulip-projects/118/builder,13 Years Experience,3,15,660/2017/307,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Refrigrator, Microwave; Bathroom: Shower Panel, Geyser, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Golf Putting,Power Backup; Restaurant; Home Automation; Treated Water Supply; High Speed Elevators; Pre-School; Pet Area; High speed escalators; 24*7 Water Supply; Separate Enrty /Exit Gates; Service Elevators,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Smart Card Access,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Massage Room; Mini Theatre; Reading Room/Library; Sauna; Party Hall; Cards Room; Amphitheater; Indoor Games; Conference Room; Spa; Luxurious Clubhouse; Jacuzzi; Senior Citizen Area
403842,https://www.squareyards.com/gurgaon-residential-property/adani-samsara-vilasa/14119/project,Adani Samsara Vilasa,Square Yards  Phase 1,"Sector 63, Gurgaon",Rs3.94 Cr - 5.95 Cr,N/A,Under Construction,"3, 4 BHK",1800 Sq. Ft to 2750 Sq. Ft (Saleable),Adani Realty,324 units,75 Acres,Ask for Details,Ask for Details,Sector 63,Golf Course Extension,"Unparalleled connectivity with Golf Course Extension Road and Sohna Road,Integrated power backup system for seamless living,Expertly designed 3 & 4 BHK apartments with spacious layouts,Enhanced elevation and stunning architecture for a grand presence,Cutting-edge gymnasium with modern facilities for fitness enthusiasts,Acrylic Emulsion painted walls in master bedroom for durability and style",https://www.squareyards.com/adani-realty-projects/4/builder,31 Years Experience,10,33,660/2017/307,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Double Bowl Sink; Bathroom: Shower Panel, Geyser, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Party Hall; Indoor Games; Luxurious Clubhouse
319819,https://www.squareyards.com/gurgaon-residential-property/shapoorji-pallonji-joyville-gurgaon/10226/project,Shapoorji Pallonji Joyville Gurgaon,Square Yards  Phase 1,"Sector 102, Gurgaon",Rs1.22 Cr - 2.90 Cr,N/A,Partially Ready To Move,"2, 3, 4 BHK",915 Sq. Ft to 2180 Sq. Ft (Saleable),Shapoorji Pallonji,1843 units,18 Acres,Ask for Details,Ask for Details,Sector 102,Dwarka Expressway,"Strategically located on Old Delhi Gurgaon Road, Dwarka Expressway.,Seamless connectivity to Old Delhi Gurgaon Road, Dwarka Expressway.,Enjoy sports facilities like fully equipped gymnasium.,Reliable power backup for uninterrupted living.,Spacious apartments with luxurious finishes, master bedrooms with oil bound distemper walls and laminated wooden flooring.",https://www.squareyards.com/shapoorji-pallonji-projects/494/builder,N/A,7,72,660/2017/307,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Fittings & Fixtures: Split Air Conditioner; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Golf Putting,Power Backup; Solar Heaters; Treated Water Supply; High Speed Elevators; 24*7 Water Supply; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area,Cafe / Coffee Bar; Mini Theatre; Sauna; Party Hall; Cards Room; Amphitheater; Indoor Games; Spa; Luxurious Clubhouse; Jacuzzi; Food Court; Senior Citizen Area
405529,https://www.squareyards.com/gurgaon-residential-property/navraj-the-antalyas/228575/project,Navraj The Antalyas,Square Yards  Phase 1,"Sector 37D, Gurgaon",Rs2.43 Cr - 2.81 Cr,"Rs11,750 Per Sq. Ft",Under Construction,"3, 4 BHK",2071 Sq. Ft to 2390 Sq. Ft (Saleable),Navraj Infratech,200 units,5.43 Acres,Ask for Details,Ask for Details,Sector 37D,Dwarka Expressway,,https://www.squareyards.com/navraj-infratech-projects/19313/builder,N/A,2,N/A,660/2017/307,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink,Power Backup; Restaurant; Treated Water Supply; Pet Area; 24*7 Water Supply; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Large Green Area,Cafe / Coffee Bar; Party Hall; Amphitheater; Indoor Games; Luxurious Clubhouse; Senior Citizen Area
402610,https://www.squareyards.com/gurgaon-residential-property/m3m-antalya-hills/201749/project,M3M Antalya Hills,Square Yards  Phase 1,"Sector 79, Gurgaon",Rs1.70 Cr - 2.47 Cr,"Rs14,750 Per Sq. Ft",Under Construction,"2, 3 BHK",1155 Sq. Ft to 1673 Sq. Ft (Saleable),M3M,2832 units,53.8 Acres,Ask for Details,Ask for Details,Sector 79,New Gurgaon,,https://www.squareyards.com/m3m-projects/67/builder,12 Years Experience,11,43,660/2017/307,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Fittings & Fixtures: Air Conditioner Fittings; Kitchen-Equipments: Modular Kitchen; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Restaurant; Home Automation; Treated Water Supply; Medical Facility; Pet Area; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area,Mini Theatre; Reading Room/Library; Party Hall; Clubhouse; Indoor Games
7662,https://www.squareyards.com/greater-noida-residential-property/paramount-golfforeste-villas/9152/project,Paramount Golfforeste Villas,Square Yards  Phase 1,"GN Sector Zeta I, Greater Noida",Rs75.00 Lac - 2.00 Cr,N/A,Ready to Move,"3, 4 BHK",1650 Sq. Ft to 3008 Sq. Ft (Saleable),Paramount,1988 units,90 Acres,Ask for Details,"Apr 30, 2015",GN Sector Zeta I,Greater Noida West,,https://www.squareyards.com/paramount-projects/192/builder,23 Years Experience,15,N/A,UPRERAAGT10119,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Golf Course,Power Backup; Restaurant; Treated Water Supply; 24*7 Water Supply,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Sauna; Party Hall; Clubhouse; Indoor Games; Spa; Jacuzzi
419936,https://www.squareyards.com/gurgaon-residential-property/godrej-aristocrat/235556/project,Godrej Aristocrat,Square Yards  Phase 1,"Sector 49, Gurgaon",Rs3.63 Cr - 7.52 Cr,N/A,Under Construction,"2, 3, 4 BHK",1651 Sq. Ft to 3416 Sq. Ft (Saleable),Godrej,857 units,10 Acres,Ask for Details,Ask for Details,Sector 49,Sohna Road,"Strategic location near Golf Course Extension Road, NH 8, and Sohna Road.,Effortless connectivity to schools, colleges, and commercial hubs.,Complimented with luxurious amenities for a high-end lifestyle.,Spacious 3BHK apartments with premium specifications, ideal for the elite.,24x7 security, power backup, and rainwater harvesting for unparalleled convenience.",https://www.squareyards.com/godrej-projects/49/builder,29 Years Experience,61,150,660/2017/307,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Italian/Imported Marble; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Italian/Imported Marble; Walls: Oil Bound Distemper; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Treated Water Supply; Pet Area; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Mini Theatre; Reading Room/Library; Sauna; Party Hall; Indoor Games; Spa; Luxurious Clubhouse; Jacuzzi; Senior Citizen Area
370562,https://www.squareyards.com/ghaziabad-residential-property/t-and-t-eutopia-phase-1/101257/project,T And T Eutopia Phase 1,Square Yards  Phase 1,"Siddharth Vihar, Ghaziabad",Rs2.08 Cr - 3.29 Cr,"Rs11,000 Per Sq. Ft",Under Construction,"3, 4 BHK",1895 Sq. Ft to 2990 Sq. Ft (Saleable),T and T Group,448 units,2.24 Acres,Ask for Details,Ask for Details,Siddharth Vihar,Ghaziabad City,,https://www.squareyards.com/t-and-t-group-projects/9485/builder,N/A,3,1,UPRERAAGT10119,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Bathroom: Shower Panel, Geyser, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Normal Park / Central Green,Party Hall; Cards Room; Clubhouse; Indoor Games
427191,https://www.squareyards.com/gurgaon-residential-property/ganga-anantam/249821/project,Ganga Anantam,Square Yards  Phase 1,"Sector 85, Gurgaon",Rs4.19 Cr - 5.43 Cr,"Rs17,500 Per Sq. Ft",New Launch,"3, 4 BHK",2392 Sq. Ft to 3101 Sq. Ft (Saleable),Ganga Realty,617 units,5.53 Acres,Ask for Details,Ask for Details,Sector 85,New Gurgaon,"Well-connected to NH 8, Dwarka Expressway, and Pataudi Road.,Luxurious living amidst lush green surroundings, ideal.,Modern apartments with top-notch interior specifications.,Seras gated community with 24/7 power backup and security.,Affordable apartments with competitive prices.",https://www.squareyards.com/ganga-realty-projects/17415/builder,N/A,5,N/A,660/2017/307,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Refrigrator, Microwave, Double Bowl Sink; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Golf Simulator; Rappelling/Rock Climbing; Gazebo,Power Backup; Restaurant; Home Automation; Treated Water Supply; High Speed Elevators; Pet Area; 24*7 Water Supply; Separate Enrty /Exit Gates; Service Elevators; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Cafe / Coffee Bar; Reading Room/Library; Sauna; Party Hall; Cards Room; Amphitheater; Indoor Games; Conference Room; Spa; Luxurious Clubhouse; Jacuzzi; Obeservatory Deck; Outdoor Cafes
427906,https://www.squareyards.com/gurgaon-residential-property/sobha-altus/249540/project,Sobha Altus,Square Yards  Phase 1,"Sector 106, Gurgaon",Rs1.60 Cr - 9.23 Cr,"Rs23,588 Per Sq. Ft",New Launch,"3, 4 BHK",678 Sq. Ft to 3914 Sq. Ft (Saleable),Sobha,293 units,5.51 Acres,Ask for Details,Ask for Details,Sector 106,Dwarka Expressway,"Sobha Altus: Strategically located near Old Delhi Gurgaon Road.,Effortless connectivity to Dwarka Expressway for smooth travel.,Stay active and healthy at the on-site gym and sports facilities.,Enjoy seamless living with 24/7 power backup.,Experience luxurious living at an affordable price point.,Master bedrooms feature luxurious oil bound distemper finishing.,Latest vitrified tiles flooring in master bedrooms.,Provides 3 BHK (3045–3231 sq. ft.), 4 BHK (3914 sq. ft.), and studio apartments (678–735 sq. ft.),Boasts a 46,080 sq. ft. clubhouse, temperature-regulated indoor swimming pool, co-working areas, and indoor games lounge.,Wrap-around greens and green landscaped areas complement the living atmosphere,Developed by Sobha with a reputation of completing 185 projects with 10 under execution",https://www.squareyards.com/sobha-projects/104/builder,24 Years Experience,17,179,660/2017/307,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Fittings & Fixtures: Wardrobes; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen; Bathroom: Shower Panel, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Heated Swimming Pool,Power Backup; AC Waiting Lobby; Treated Water Supply; High Speed Elevators; Guest House; 24*7 Water Supply; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area; IGBC Certified Building,Cafe / Coffee Bar; Massage Room; Sauna; Party Hall; Indoor Games; Spa; Luxurious Clubhouse
10412,https://www.squareyards.com/greater-noida-residential-property/purvanchal-royal-city/1183/project,Purvanchal Royal City,Square Yards  Phase 1,"GN Sector Chi V, Greater Noida",Rs1.70 Cr - 5.05 Cr,N/A,Ready to Move,"3, 4, 5 BHK",1725 Sq. Ft to 5130 Sq. Ft (Saleable),Purvanchal,2686 units,22 Acres,Ask for Details,"Dec 15, 2019",GN Sector Chi V,Yamuna Expressway,,https://www.squareyards.com/purvanchal-projects/182/builder,25 Years Experience,2,17,UPRERAAGT10119,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Squash Court; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Treated Water Supply; Pre-School; Day Care Center; Concierge Desk; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Dance Room; Mini Theatre; Reading Room/Library; Party Hall; Clubhouse; Amphitheater; Indoor Games; Spa; Jacuzzi
2718,https://www.squareyards.com/gurgaon-residential-property/dlf-regal-gardens/166/project,DLF Regal Gardens,Square Yards  Phase 1,"Sector 90, Gurgaon",Rs1.03 Cr - 1.58 Cr,N/A,Ready to Move,"2, 3, 4 BHK",1438 Sq. Ft to 2215 Sq. Ft (Saleable),DLF,562 units,11 Acres,Ask for Details,"Jan 01, 2017",Sector 90,New Gurgaon,"Spread area 11 acres,Easy access from all the well-connected roads,Configuration 2 BHK to 4BHK,All top-notch amenities delivered,Located in Sector 90, Gurgaon, to provide great connectivity to city centers,Developed by DLF Home Developer, with a reputation for quality construction and timely delivery,Fitted with amenities such as a gym, clubhouse, banquet hall, and indoor games room,Includes CCTV surveillance and firefighting facilities, providing safety to residents,Offers round-the-clock power supply, increasing the convenience of residents",https://www.squareyards.com/dlf-projects/36/builder,70 Years Experience,9,129,660/2017/307,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Double Bowl Sink; Bathroom: Shower Panel, Premium Bath Fittings; Structure: Seismic Zone V Compliant",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; AC Waiting Lobby; Solar Heaters; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Smart Card Access; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area,Massage Room; Mini Theatre; Sauna; Party Hall; Cards Room; Indoor Games; Spa; Luxurious Clubhouse; Jacuzzi
