XID,Unit Type,Unit Size,Area Type,Price,Possession Date
r404456,2 BHK,981 sq.ft,Super Area,1.57 Cr,Possession by Nov'27
r404456,2 BHK,1116 sq.ft,Super Area,1.79 Cr,Possession by Nov'27
r404456,2 BHK,1118 sq.ft,Super Area,1.79 Cr,Possession by Nov'27
r433855,3 BHK,2290 sq.ft,Super Area,3.20 Cr,Possession by Oct'28
r433855,4 BHK,3200 sq.ft,Super Area,4.48 Cr,Possession by Oct'28
r433855,4 BHK,4190 sq.ft,Super Area,5.86 Cr,Possession by Oct'28
r269397,3 BHK,1850 sq.ft,Super Area,2.03 Cr,Possession by Apr'25
r269397,3 BHK,2250 sq.ft,Super Area,2.47 Cr,Possession by Apr'25
r269397,3 BHK,2300 sq.ft,Super Area,2.53 Cr,Possession by Apr'25
r269397,3 BHK,2350 sq.ft,Super Area,2.13 Cr,Possession by Apr'25
r269397,4 BHK,3200 sq.ft,Super Area,3.52 Cr,Possession by Apr'25
r269397,4 BHK,3258 sq.ft,Super Area,3.58 Cr,Possession by Apr'25
r385121,3 BHK,1650 sq.ft,Super Area,3.04 Cr,Possession by Dec'26
r385121,3 BHK,1665 sq.ft,Super Area,3.07 Cr,Possession by Dec'26
r385121,3 BHK,1695 sq.ft,Super Area,3.25 Cr,Possession by Dec'26
r385121,3 BHK,1700 sq.ft,Super Area,3.26 Cr,Possession by Dec'26
r385121,2 BHK,1300 sq.ft,Super Area,2.34 Cr,Possession by Dec'26
r385121,2 BHK,1310 sq.ft,Super Area,2.36 Cr,Possession by Dec'26
r385121,2 BHK,1330 sq.ft,Super Area,2.40 Cr,Possession by Dec'26
r385121,2 BHK,1370 sq.ft,Super Area,2.60 Cr,Possession by Dec'26
r385121,4 BHK,2055 sq.ft,Super Area,3.85 Cr,Possession by Dec'26
r385121,4 BHK,2060 sq.ft,Super Area,3.90 Cr,Possession by Dec'26
r385121,4 BHK,2100 sq.ft,Super Area,4.37 Cr,Possession by Dec'26
r385121,4 BHK,2249 sq.ft,Super Area,4.47 Cr,Possession by Dec'26
r385121,4 BHK,2298 sq.ft,Super Area,4.30 Cr,Possession by Dec'26
r401612,Commercial shop,401 sq.ft,Super Area,Price Not Available,Possession by Mar'26
r401612,Commercial shop,440 sq.ft,Super Area,Price Not Available,Possession by Mar'26
r401612,3 BHK,1800 sq.ft,Super Area,49.2 Lac,Possession by Mar'26
r403576,Residential plot,1224 sq.ft,Super Area,20.4 Lac,Possession by Jun'25
r403576,Residential plot,1350 sq.ft,Super Area,22.5 Lac,Possession by Jun'25
r403576,Residential plot,1485 sq.ft,Super Area,24.7 Lac,Possession by Jun'25
r403576,Residential plot,1503 sq.ft,Super Area,25 Lac,Possession by Jun'25
r403576,Residential plot,1602 sq.ft,Super Area,26.7 Lac,Possession by Jun'25
r403576,Residential plot,1611 sq.ft,Super Area,26.8 Lac,Possession by Jun'25
r403576,Residential plot,1620 sq.ft,Super Area,27 Lac,Possession by Jun'25
r403576,Residential plot,1647 sq.ft,Super Area,27.4 Lac,Possession by Jun'25
r403576,Residential plot,1701 sq.ft,Super Area,28.3 Lac,Possession by Jun'25
r403576,Residential plot,1800 sq.ft,Super Area,30 Lac,Possession by Jun'25
r403576,Residential plot,1836 sq.ft,Super Area,30 Lac,Possession by Jun'25
r403576,Residential plot,1980 sq.ft,Super Area,33 Lac,Possession by Jun'25
r403576,Residential plot,1998 sq.ft,Super Area,33.3 Lac,Possession by Jun'25
r403576,Residential plot,2070 sq.ft,Super Area,34.5 Lac,Possession by Jun'25
r403576,Residential plot,2223 sq.ft,Super Area,37 Lac,Possession by Jun'25
r403576,Residential plot,2250 sq.ft,Super Area,37.5 Lac,Possession by Jun'25
r403576,Residential plot,2340 sq.ft,Super Area,39 Lac,Possession by Jun'25
r403576,Residential plot,2619 sq.ft,Super Area,43.6 Lac,Possession by Jun'25
r403576,Residential plot,2700 sq.ft,Super Area,45 Lac,Possession by Jun'25
r403576,Residential plot,2754 sq.ft,Super Area,45.9 Lac,Possession by Jun'25
r403576,Residential plot,3096 sq.ft,Super Area,51.6 Lac,Possession by Jun'25
r403576,Residential plot,3600 sq.ft,Super Area,60 Lac,Possession by Jun'25
r403576,Residential plot,4158 sq.ft,Super Area,69.3 Lac,Possession by Jun'25
r403576,Residential plot,5094 sq.ft,Super Area,84.9 Lac,Possession by Jun'25
r403576,Residential plot,5508 sq.ft,Super Area,91.8 Lac,Possession by Jun'25
r120715,3 BHK,1210 sq.ft,Super Area,65 Lac,Possession by Dec'22
r120715,3 BHK,1290 sq.ft,Super Area,69.3 Lac,Possession by Dec'22
r120715,2 BHK,915 sq.ft,Super Area,49.2 Lac,Possession by Dec'22
r120715,2 BHK,995 sq.ft,Super Area,53.5 Lac,Possession by Dec'22
r375577,3 BHK,1495 sq.ft,Super Area,89.7 Lac,Possession by Mar'25
r375577,3 BHK,1595 sq.ft,Super Area,95.7 Lac,Possession by Mar'25
r375577,3 BHK,1895 sq.ft,Super Area,1.13 Cr,Possession by Mar'25
r375577,3 BHK,2195 sq.ft,Super Area,1.31 Cr,Possession by Mar'25
r375577,2 BHK,1295 sq.ft,Super Area,77.7 Lac,Possession by Mar'25
r411449,3 BHK,1967 sq.ft,Super Area,1.43 Cr,Possession by Jan'30
r411449,3 BHK,1991 sq.ft,Super Area,1.45 Cr,Possession by Jan'30
r411449,3 BHK,1992 sq.ft,Super Area,1.45 Cr,Possession by Jan'30
r411449,3 BHK,1996 sq.ft,Super Area,1.43 Cr,Possession by Jan'30
r411449,4 BHK,3015 sq.ft,Super Area,2.15 Cr,Possession by Jan'30
r411449,4 BHK,3030 sq.ft,Super Area,2.16 Cr,Possession by Jan'30
r411449,4 BHK,3117 sq.ft,Super Area,2.15 Cr,Possession by Jan'30
r414987,3 BHK,1670 sq.ft,Super Area,1.26 Cr,Possession by Dec'26
r414987,3 BHK,1766 sq.ft,Super Area,1.34 Cr,Possession by Dec'26
r414987,3 BHK,1778 sq.ft,Super Area,1.35 Cr,Possession by Dec'26
r414987,3 BHK,1869 sq.ft,Super Area,1.42 Cr,Possession by Dec'26
r414987,3 BHK,2013 sq.ft,Super Area,1.52 Cr,Possession by Dec'26
r414987,3 BHK,2257 sq.ft,Super Area,1.71 Cr,Possession by Dec'26
r414987,3 BHK,2623 sq.ft,Super Area,1.99 Cr,Possession by Dec'26
r414987,3 BHK,2630 sq.ft,Super Area,1.99 Cr,Possession by Dec'26
