District Name,Project Name,Project Type,Promoter Name,Application No.,Registration No.,Actions,chec_regno
Jhalawar,Anmol Township Extension,GROUP HOUSING,Adarsh Buildcon,RAJ-RERA-APP-P-2020-2664,RAJ/P/2020/1395 (13/11/2020),View,RAJ_P_2020_1395 (13_11_2020)
Jhalawar,Aditya Awas Extension,GROUP HOUSING,Adarsh Buildcon,RAJ-RERA-APP-P-2020-2665,RAJ/P/2020/1394 (13/11/2020),View,RAJ_P_2020_1394 (13_11_2020)
Jaipur,ANANTARA- THE VILLAS,GROUP HOUSING,MANGLAMHOME CONSTRUCTION COMPANY LLP,RAJ-RERA-APP-P-2020-2660,RAJ/P/2020/1402 (26/11/2020),View,RAJ_P_2020_1402 (26_11_2020)
Sirohi,CMJAY Nagar Palika Sheoganj,GROUP HOUSING,Muncipal Board Sheoganj,RAJ-RERA-APP-P-2020-2659,RAJ/P/2021/1416 (01/01/2021),View,RAJ_P_2021_1416 (01_01_2021)
Jaipur,UDB Villa Grande Phase-1,GROUP HOUSING,UNIQUE DREAM BUILDERS PRIVATE LIMITED,RAJ-RERA-APP-P-2020-2654,RAJ/P/2020/1413 (23/12/2020),View,RAJ_P_2020_1413 (23_12_2020)
Jaipur,UDB Villa Grande Phase-2,GROUP HOUSING,UNIQUE DREAM BUILDERS PRIVATE LIMITED,RAJ-RERA-APP-P-2020-2655,RAJ/P/2021/1471 (02/03/2021),View,RAJ_P_2021_1471 (02_03_2021)
Ajmer,Professional Institute Scheme In Revenue Village Makarwali,PLOTTED,AJMER DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2020-2657,RAJ/P/2020/1389 (11/11/2020),View,RAJ_P_2020_1389 (11_11_2020)
Ajmer,"Foos Ki Kothi Residential Group Housing Scheme, Ajmer",PLOTTED,AJMER DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2020-2658,RAJ/P/2020/1391 (11/11/2020),View,RAJ_P_2020_1391 (11_11_2020)
Jaipur,Sky 9,GROUP HOUSING,KAPIL BHATIA,RAJ-RERA-APP-P-2020-2653,RAJ/P/2020/1388 (11/11/2020),View,RAJ_P_2020_1388 (11_11_2020)
Alwar,SHREE SHYAM RESIDENCY GREEN,PLOTTED,SHREE SHYAM DEVELOPERS,RAJ-RERA-APP-P-2020-2648,RAJ/P/2020/1409 (15/12/2020),View,RAJ_P_2020_1409 (15_12_2020)
Jodhpur,Ashapurna Aangan Phase-II,GROUP HOUSING,ASHAPURNA BUILDCON LIMITED,RAJ-RERA-APP-P-2020-2645,RAJ/P/2020/1386 (10/11/2020),View,RAJ_P_2020_1386 (10_11_2020)
Barmer,KARNI VIHAR,PLOTTED,DHAN SUKH SANKLECHA,RAJ-RERA-APP-P-2020-2642,RAJ/P/2021/1458 (20/02/2021),View,RAJ_P_2021_1458 (20_02_2021)
Jaipur,Jaipur Green Extension - Vaikunth New,PLOTTED,EMAAR India Ltd,RAJ-RERA-APP-P-2020-2638,RAJ/P/2020/1390 (11/11/2020),View,RAJ_P_2020_1390 (11_11_2020)
Alwar,Ashiana Tarang Phase III,GROUP HOUSING,Ashiana Housing Limited,RAJ-RERA-APP-P-2020-2636,RAJ/P/2020/1407 (11/12/2020),View,RAJ_P_2020_1407 (11_12_2020)
Dungarpur,KUBER HEIGHTS,Mixed (Residential And Commercial),RAMESHWAR TRIVEDI,RAJ-RERA-APP-P-2020-2634,RAJ/P/2020/1399 (24/11/2020),View,RAJ_P_2020_1399 (24_11_2020)
Kota,SWARAJ ENCLAVE,PLOTTED,RRB BUILD TECH ASSOCIATES,RAJ-RERA-APP-P-2020-2624,RAJ/P/2020/1392 (12/11/2020),View,RAJ_P_2020_1392 (12_11_2020)
Jaipur,SHRI NATH VIHAR,PLOTTED,CITY WONDER DEVELOPERS,RAJ-RERA-APP-P-2020-2617,RAJ/P/2020/1377 (06/11/2020),View,RAJ_P_2020_1377 (06_11_2020)
Udaipur,Sanskar Delight,GROUP HOUSING,SPVS DEVELOPERS LLP,RAJ-RERA-APP-P-2020-2610,RAJ/P/2020/1382 (07/11/2020),View,RAJ_P_2020_1382 (07_11_2020)
Jaipur,SHEKHAWAT ELANZA,GROUP HOUSING,JDS CONSTRUCTION,RAJ-RERA-APP-P-2020-2607,RAJ/P/2020/1385 (09/11/2020),View,RAJ_P_2020_1385 (09_11_2020)
Ajmer,"TOURIST FACILITY/ HOTEL SCHEME GANAHEDA, PUSHKAR",PLOTTED,AJMER DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2020-2603,RAJ/P/2020/1371 (27/10/2020),View,RAJ_P_2020_1371 (27_10_2020)
Ajmer,"TOURIST FACILITY/ HOTEL SCHEME GANAHEDA, PUSHKAR",PLOTTED,AJMER DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2020-2603,RAJ/P/2020/1371 (27/10/2020),View,RAJ_P_2020_1371 (27_10_2020)
Jodhpur,DHARTI ANGAN PHASE-II,GROUP HOUSING,DHARTI INFRA,RAJ-RERA-APP-P-2020-2605,RAJ/P/2020/1387 (10/11/2020),View,RAJ_P_2020_1387 (10_11_2020)
Alwar,MAHARANA MANSION,GROUP HOUSING,GENNEXT INFRATECH PRIVATE LIMITED,RAJ-RERA-APP-P-2020-2599,RAJ/P/2020/1376 (04/11/2020),View,RAJ_P_2020_1376 (04_11_2020)
Jodhpur,Thar Meadows Smart Homes,GROUP HOUSING,Thar Lifespaces,RAJ-RERA-APP-P-2020-2594,RAJ/P/2020/1375 (29/10/2020),View,RAJ_P_2020_1375 (29_10_2020)
Jaipur,Sanjeevni Triangle Cross Winds,GROUP HOUSING,Sanjeevni Buildhome,RAJ-RERA-APP-P-2020-2592,RAJ/P/2020/1380 (07/11/2020),View,RAJ_P_2020_1380 (07_11_2020)
Jodhpur,SAI ENCLAVE,GROUP HOUSING,SHRI RIDHI SIDHI BUILDCON,RAJ-RERA-APP-P-2020-2588,RAJ/P/2020/1373 (29/10/2020),View,RAJ_P_2020_1373 (29_10_2020)
Alwar,COMMERCIAL LAND NEAR MINI SECRETARIAT,PLOTTED,UIT ALWAR,RAJ-RERA-APP-P-2020-2586,RAJ/P/2020/1383 (08/11/2020),View,RAJ_P_2020_1383 (08_11_2020)
Udaipur,Serene Homes,GROUP HOUSING,PRAHAR DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2020-2584,RAJ/P/2020/1374 (29/10/2020),View,RAJ_P_2020_1374 (29_10_2020)
Jaipur,Ashiana Daksh Phase-III,GROUP HOUSING,Ashiana Housing Limited,RAJ-RERA-APP-P-2020-2575,RAJ/P/2020/1379 (06/11/2020),View,RAJ_P_2020_1379 (06_11_2020)
Jaipur,"Convenient shops at Sector 4, Ramakrishna Puram Kotputli",PLOTTED,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2020-2570,RAJ/P/2020/1367 (23/10/2020),View,RAJ_P_2020_1367 (23_10_2020)
Jaipur,GALAXY ENCLAVE THE URBAN VILLAGE 4,GROUP HOUSING,ANKIT DAGA,RAJ-RERA-APP-P-2020-2571,RAJ/P/2020/1364 (23/10/2020),View,RAJ_P_2020_1364 (23_10_2020)
Jaipur,KALYAN JEWELS,GROUP HOUSING,KALYAN BUILDERS,RAJ-RERA-APP-P-2020-2561,RAJ/P/2020/1366 (23/10/2020),View,RAJ_P_2020_1366 (23_10_2020)
Jaipur,Gulmohar Plaza Sarthi Shops,GROUP HOUSING,Ashiana Manglam Builders,RAJ-RERA-APP-P-2020-2549,RAJ/P/2020/1397 (20/11/2020),View,RAJ_P_2020_1397 (20_11_2020)
Jaipur,Kaveri Apartments,GROUP HOUSING,Ashiana Housing Limited,RAJ-RERA-APP-P-2020-2550,RAJ/P/2020/1381 (07/11/2020),View,RAJ_P_2020_1381 (07_11_2020)
Bharatpur,TEJ SINGH NAGAR,PLOTTED,RAMESH CHAND,RAJ-RERA-APP-P-2020-2542,RAJ/P/2021/1482 (05/03/2021),View,RAJ_P_2021_1482 (05_03_2021)
Jaipur,ELITE 16,GROUP HOUSING,PRAKASH HEIGHTS,RAJ-RERA-APP-P-2020-2543,RAJ/P/2020/1393 (13/11/2020),View,RAJ_P_2020_1393 (13_11_2020)
Kota,VASTU-16,GROUP HOUSING,PRAVEEN KUMAR JAIN,RAJ-RERA-APP-P-2020-2517,RAJ/P/2020/1348 (09/10/2020),View,RAJ_P_2020_1348 (09_10_2020)
Jhalawar,Aditya Awas - III,PLOTTED,Adarsh Buildcon,RAJ-RERA-APP-P-2020-2500,RAJ/P/2020/1357 (20/10/2020),View,RAJ_P_2020_1357 (20_10_2020)
Sirohi,ANANTA,GROUP HOUSING,M/S SANRACHNA BUILDERS,RAJ-RERA-APP-P-2020-2501,RAJ/P/2020/1361 (22/10/2020),View,RAJ_P_2020_1361 (22_10_2020)
Jaipur,LUXURIOUS HEAVENS,GROUP HOUSING,SDMD BUILDCON PRIVATE LIMITED,RAJ-RERA-APP-P-2020-2498,RAJ/P/2020/1384 (09/11/2020),View,RAJ_P_2020_1384 (09_11_2020)
Jodhpur,SAI VIHAR,GROUP HOUSING,SHRI OM SAI BUILDCON,RAJ-RERA-APP-P-2020-2493,RAJ/P/2020/1359 (20/10/2020),View,RAJ_P_2020_1359 (20_10_2020)
Jaipur,ICARUS DEV-VIHAAN VILLA’S,GROUP HOUSING,ICARUS BUILDERS AND DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2020-2491,RAJ/P/2020/1350 (13/10/2020),View,RAJ_P_2020_1350 (13_10_2020)
Jaipur,All India Services Residency,GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2020-2490,RAJ/P/2020/1338 (25/09/2020),View,RAJ_P_2020_1338 (25_09_2020)
Jaipur,SOLITAIRE INDUSTRIAL PARK-PHASE II,PLOTTED,TRIMURTI BUILDHOME PRIVATE LIMITED,RAJ-RERA-APP-P-2020-2478,RAJ/P/2020/1349 (12/10/2020),View,RAJ_P_2020_1349 (12_10_2020)
Jodhpur,Ashapurna Aangan Phase-I,GROUP HOUSING,ASHAPURNA BUILDCON LIMITED,RAJ-RERA-APP-P-2020-2477,RAJ/P/2020/1342 (01/10/2020),View,RAJ_P_2020_1342 (01_10_2020)
Jaipur,Royal Gravitaz,GROUP HOUSING,RIDHI SIDHI PRIME REALTY LLP,RAJ-RERA-APP-P-2020-2482,RAJ/P/2020/1339 (30/09/2020),View,RAJ_P_2020_1339 (30_09_2020)
Alwar,60 M. WIDE ROAD SCHEME (FROM ALWAR-BHIWADI BYE-PASS TO SURYA,PLOTTED,UIT ALWAR,RAJ-RERA-APP-P-2020-2483,RAJ/P/2020/1378 (06/11/2020),View,RAJ_P_2020_1378 (06_11_2020)
Alwar,PRAGATI COMPLEX,PLOTTED,UIT ALWAR,RAJ-RERA-APP-P-2020-2484,RAJ/P/2020/1353 (16/10/2020),View,RAJ_P_2020_1353 (16_10_2020)
Alwar,Terra City Extn. II,PLOTTED,TRIVEDA INFRACROP PRIVATE LIMITED,RAJ-RERA-APP-P-2020-2485,RAJ/P/2020/1354 (16/10/2020),View,RAJ_P_2020_1354 (16_10_2020)
Ajmer,"Daurai Warehouse and Godown Scheme, Ajmer",PLOTTED,AJMER DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2020-2472,RAJ/P/2020/1344 (01/10/2020),View,RAJ_P_2020_1344 (01_10_2020)
Jaipur,CHANDRALOK RESIDENCY,PLOTTED,BHAIRU RAM YADAV,RAJ-RERA-APP-P-2020-2471,RAJ/P/2021/1418 (01/01/2021),View,RAJ_P_2021_1418 (01_01_2021)
Jaipur,LILAN VIHAR,PLOTTED,Mangal Ram Meena,RAJ-RERA-APP-P-2020-2470,RAJ/P/2020/1358 (20/10/2020),View,RAJ_P_2020_1358 (20_10_2020)
Alwar,Aangan,GROUP HOUSING,Lalji Buildstate Private Limited,RAJ-RERA-APP-P-2020-2467,RAJ/P/2020/1360 (21/10/2020),View,RAJ_P_2020_1360 (21_10_2020)
Jaipur,Royal Eminence,GROUP HOUSING,RIDHI SIDHI PRIME ESTATE LLP,RAJ-RERA-APP-P-2020-2463,RAJ/P/2020/1352 (15/10/2020),View,RAJ_P_2020_1352 (15_10_2020)
Ajmer,"Daurai Commercial scheme opposite Transport nagar, Ajmer",PLOTTED,AJMER DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2020-2461,RAJ/P/2020/1341 (01/10/2020),View,RAJ_P_2020_1341 (01_10_2020)
Rajsamand,GIRIRAJ HOMES,GROUP HOUSING,SHREE GIRIRAJ BUILD HOMES LLP,RAJ-RERA-APP-P-2020-2454,RAJ/P/2020/1340 (01/10/2020),View,RAJ_P_2020_1340 (01_10_2020)
Jodhpur,ANMOL VILLA,GROUP HOUSING,SAMANVAY REALTY,RAJ-RERA-APP-P-2020-2452,RAJ/P/2020/1372 (28/10/2020),View,RAJ_P_2020_1372 (28_10_2020)
Bikaner,GANGA VIHAR,GROUP HOUSING,GROUND CRAFTS INFRA PRIVATE LIMITED,RAJ-RERA-APP-P-2020-2446,RAJ/P/2020/1356 (19/10/2020),View,RAJ_P_2020_1356 (19_10_2020)
Jaipur,Golden Miles,GROUP HOUSING,Sandeep Agarwal,RAJ-RERA-APP-P-2020-2436,RAJ/P/2020/1351 (14/10/2020),View,RAJ_P_2020_1351 (14_10_2020)
Sikar,MAYURA CITY,GROUP HOUSING,PERFECT HOME CHOICE,RAJ-RERA-APP-P-2020-2413,RAJ/P/2020/1333 (21/09/2020),View,RAJ_P_2020_1333 (21_09_2020)
Chittorgarh,SURAJ POLE FARM HOUSE SCHEME,PLOTTED,URBAN IMPROVEMENT TRUST CHITTORGARH,RAJ-RERA-APP-P-2020-2407,RAJ/P/2021/1434 (29/01/2021),View,RAJ_P_2021_1434 (29_01_2021)
Chittorgarh,"ROYAL MOUNT FARM HOUSES & RESORT, PANDOLI",PLOTTED,URBAN IMPROVEMENT TRUST CHITTORGARH,RAJ-RERA-APP-P-2020-2408,RAJ/P/2021/1449 (06/02/2021),View,RAJ_P_2021_1449 (06_02_2021)
Tonk,"Niwai Awasiya Yojana, Niwai Tonk Phase-1",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2020-2395,RAJ/P/2020/1369 (24/10/2020),View,RAJ_P_2020_1369 (24_10_2020)
Alwar,"CHANDRALOK CITY M, N, P BLOCK",PLOTTED,CHANDRAPRABHU BUILDWELL PRIVATE LIMITED,RAJ-RERA-APP-P-2020-2398,RAJ/P/2020/1368 (23/10/2020),View,RAJ_P_2020_1368 (23_10_2020)
Jodhpur,SHUBH VILLA,GROUP HOUSING,Subham Developers,RAJ-RERA-APP-P-2020-2399,RAJ/P/2020/1337 (25/09/2020),View,RAJ_P_2020_1337 (25_09_2020)
Ajmer,CHANDRAKALA VIHAR,PLOTTED,KUSUM AGARWAL,RAJ-RERA-APP-P-2020-2393,RAJ/P/2021/1463 (24/02/2021),View,RAJ_P_2021_1463 (24_02_2021)
Jaipur,Shiv Nikunj-B BLOCK,PLOTTED,Chhitar mal Meena,RAJ-RERA-APP-P-2020-2392,RAJ/P/2020/1405 (04/12/2020),View,RAJ_P_2020_1405 (04_12_2020)
Jaipur,INFINITI HOMES,PLOTTED,TRUCITY DEVELOPERS LLP,RAJ-RERA-APP-P-2020-2391,RAJ/P/2020/1346 (07/10/2020),View,RAJ_P_2020_1346 (07_10_2020)
Jaipur,K B Flora,GROUP HOUSING,Crux Buildcore LLP,RAJ-RERA-APP-P-2020-2388,RAJ/P/2020/1347 (08/10/2020),View,RAJ_P_2020_1347 (08_10_2020)
Jodhpur,VINOBA BHAVE NAGAR YOGNA,PLOTTED,JODHPUR DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2020-2389,RAJ/P/2020/1330 (26/08/2020),View,RAJ_P_2020_1330 (26_08_2020)
Jodhpur,CITY HOME-ENCLAVE (PHASE -III),GROUP HOUSING,CITY HOME AFFORDABLE LLP,RAJ-RERA-APP-P-2020-2384,RAJ/P/2020/1334 (21/09/2020),View,RAJ_P_2020_1334 (21_09_2020)
Jaipur,Akshat Kanota Estate-Phase 4,GROUP HOUSING,AKSHAT APARTMENTS PRIVATE LIMITED,RAJ-RERA-APP-P-2020-2378,RAJ/P/2020/1326 (23/08/2020),View,RAJ_P_2020_1326 (23_08_2020)
Kota,DEVNARAYAN NAGAR INTEGRATED HOUSING SCHEME,GROUP HOUSING,"URBAN IMPROVEMENT TRUST,KOTA",RAJ-RERA-APP-P-2020-2377,RAJ/P/2020/1323 (20/08/2020),View,RAJ_P_2020_1323 (20_08_2020)
Jaipur,THE RING AVENUE BLOCK-B,PLOTTED,GOKUL KRIPA COLONIZERS AND DEVELOPERS PVT. LTD.,RAJ-RERA-APP-P-2020-2372,RAJ/P/2020/1320 (18/08/2020),View,RAJ_P_2020_1320 (18_08_2020)
Jaipur,NIKUNJ VILLAS PHASE-II,GROUP HOUSING,KEDIA BUILDERS AND COLONIZERS PRIVATE LIMITED,RAJ-RERA-APP-P-2020-2371,RAJ/P/2020/1317 (18/08/2020),View,RAJ_P_2020_1317 (18_08_2020)
Sikar,SHREE BALAJI JR TOWER,Commercial,SANWARIA DEVELOPERS,RAJ-RERA-APP-P-2020-2366,RAJ/P/2020/1336 (24/09/2020),View,RAJ_P_2020_1336 (24_09_2020)
Jaipur,"Mahima's Shubh Nilay Phase-II ""Villas""",GROUP HOUSING,GREEN BUILDESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2020-2365,RAJ/P/2020/1319 (18/08/2020),View,RAJ_P_2020_1319 (18_08_2020)
Jaipur,Vatika Awasiya Yojna,GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2020-2360,RAJ/P/2020/1308 (07/08/2020),View,RAJ_P_2020_1308 (07_08_2020)
Ajmer,EWS 140 & LIG 25 Houses At Khoda Ganesh Road PhIV Kishangarh,GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2020-2357,RAJ/P/2020/1310 (07/08/2020),View,RAJ_P_2020_1310 (07_08_2020)
Udaipur,"Const. of LIG-38, MIG-B-25 houses at Atal Nagar, Bhinder",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2020-2355,RAJ/P/2020/1306 (07/08/2020),View,RAJ_P_2020_1306 (07_08_2020)
Jaipur,Mukhya Mantri Jan Awas Sector-28 Pratap Nagar Jaipur,GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2020-2353,RAJ/P/2020/1307 (07/08/2020),View,RAJ_P_2020_1307 (07_08_2020)
Bhilwara,"Const.of EWS-148 nos& LIG-24 nos.Houses At Shahpura,Bhilwara",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2020-2356,RAJ/P/2020/1304 (07/08/2020),View,RAJ_P_2020_1304 (07_08_2020)
Ajmer,EWS 140 & LIG 25 Houses At Khoda Ganesh Road PhIV Kishangarh,GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2020-2357,RAJ/P/2020/1310 (07/08/2020),View,RAJ_P_2020_1310 (07_08_2020)
Jaipur,"Mukhya Mantri Jan Awas Yojana Sector-3,Zone-32,Pratap Nagar",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2020-2345,RAJ/P/2020/1301 (07/08/2020),View,RAJ_P_2020_1301 (07_08_2020)
Bhilwara,Const of EWS-142nos.& LIG-28nos.Houses At Patel Nagar EXT.II,GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2020-2343,RAJ/P/2020/1302 (07/08/2020),View,RAJ_P_2020_1302 (07_08_2020)
Tonk,"Niwai Awasiya Yojna, Niwai Tonk Phase-2",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2020-2349,RAJ/P/2020/1309 (07/08/2020),View,RAJ_P_2020_1309 (07_08_2020)
Jodhpur,"MIG-A 152 Houses at Barli Scheme, Jodhpur under MGSY",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2020-2344,RAJ/P/2020/1299 (07/08/2020),View,RAJ_P_2020_1299 (07_08_2020)
Jaipur,"Sector 7 (GH-4) Indra Gandhi Nagar, Jaipur",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2020-2347,RAJ/P/2020/1300 (07/08/2020),View,RAJ_P_2020_1300 (07_08_2020)
Jaipur,"Sector-7 (GH-3) Indra Gandhi Nagar,Jaipur",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2020-2346,RAJ/P/2020/1303 (07/08/2020),View,RAJ_P_2020_1303 (07_08_2020)
Jaipur,BARSANA CITY,PLOTTED,BHAURI LAL SHARMA,RAJ-RERA-APP-P-2020-2350,RAJ/P/2020/1315 (17/08/2020),View,RAJ_P_2020_1315 (17_08_2020)
Udaipur,Dangiyon Ki Pancholi Jan Awas Yojana,GROUP HOUSING,UIT UDAIPUR,RAJ-RERA-APP-P-2020-2341,RAJ/P/2020/1322 (18/08/2020),View,RAJ_P_2020_1322 (18_08_2020)
Jaipur,"Mahala Residential Scheme, Ajmer Road Jaipur DIV-X Phase-II",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2020-2339,RAJ/P/2020/1298 (05/08/2020),View,RAJ_P_2020_1298 (05_08_2020)
Jhunjhunu,CMJAY-Nagar Palika Khetri,GROUP HOUSING,NAGAR PALIKA KHETRI,RAJ-RERA-APP-P-2020-2337,RAJ/P/2020/1355 (16/10/2020),View,RAJ_P_2020_1355 (16_10_2020)
Jaipur,HEERA LAL SHASTRI NAGAR,PLOTTED,JAIPUR DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2020-2336,RAJ/P/2020/1297 (05/08/2020),View,RAJ_P_2020_1297 (05_08_2020)
Jaipur,APJ ABDUL KALAM NAGAR,PLOTTED,JAIPUR DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2020-2330,RAJ/P/2020/1293 (04/08/2020),View,RAJ_P_2020_1293 (04_08_2020)
Udaipur,HITAWALA THE GALAXY,GROUP HOUSING,THE GALAXY,RAJ-RERA-APP-P-2020-2326,RAJ/P/2020/1312 (11/08/2020),View,RAJ_P_2020_1312 (11_08_2020)
Kota,SAI SABURI,GROUP HOUSING,KAJALBEN BHALODIYA,RAJ-RERA-APP-P-2020-2322,RAJ/P/2020/1325 (22/08/2020),View,RAJ_P_2020_1325 (22_08_2020)
Bhilwara,AASTHA RESIDENCY,GROUP HOUSING,DINESH KUMAR LADDHA,RAJ-RERA-APP-P-2020-2315,RAJ/P/2020/1314 (14/08/2020),View,RAJ_P_2020_1314 (14_08_2020)
Alwar,UPVAN - The Garden City (Phase-III),GROUP HOUSING,Reverence Infrastructure India LLP,RAJ-RERA-APP-P-2020-2312,RAJ/P/2020/1318 (18/08/2020),View,RAJ_P_2020_1318 (18_08_2020)
Sikar,BAKLIWAL TOWER,Commercial,BAKLIWAL TOWER,RAJ-RERA-APP-P-2020-2311,RAJ/P/2020/1343 (01/10/2020),View,RAJ_P_2020_1343 (01_10_2020)
Kota,"Vikas Nagar, Block-A",PLOTTED,Shiv Associates,RAJ-RERA-APP-P-2020-2308,RAJ/P/2020/1321 (18/08/2020),View,RAJ_P_2020_1321 (18_08_2020)
Bhilwara,ANMOL RESIDENCY,GROUP HOUSING,SHREE CHARBHUJA TEXFAB PRIVATE LIMITED,RAJ-RERA-APP-P-2020-2298,RAJ/P/2020/1327 (24/08/2020),View,RAJ_P_2020_1327 (24_08_2020)
Jaipur,Kanha Enclave - Ist,PLOTTED,JAGDISH PRASAD MEENA,RAJ-RERA-APP-P-2020-2299,RAJ/P/2020/1287 (31/07/2020),View,RAJ_P_2020_1287 (31_07_2020)
Alwar,BDI Ambbaram (Phase-3),GROUP HOUSING,BERRY DEVELOPERS AND INFRASTRUCTURE PRIVATE LIMITED,RAJ-RERA-APP-P-2020-2294,RAJ/P/2020/1311 (10/08/2020),View,RAJ_P_2020_1311 (10_08_2020)
Sikar,JAYANTI SQUARE,Commercial,MAA DURGA ENTERPRISES,RAJ-RERA-APP-P-2020-2286,RAJ/P/2020/1335 (24/09/2020),View,RAJ_P_2020_1335 (24_09_2020)
Jodhpur,City Home Enclave Phase II,GROUP HOUSING,CITY HOME AFFORDABLE LLP,RAJ-RERA-APP-P-2020-2278,RAJ/P/2020/1286 (30/07/2020),View,RAJ_P_2020_1286 (30_07_2020)
Alwar,PLOTTING ROYAL COURT,PLOTTED,TREHAN APNA GHAR PRIVATE LIMITED,RAJ-RERA-APP-P-2020-2271,RAJ/P/2020/1313 (14/08/2020),View,RAJ_P_2020_1313 (14_08_2020)
Sikar,OM RESIDENCY,GROUP HOUSING,YOP REAL ESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2020-2267,RAJ/P/2020/1295 (04/08/2020),View,RAJ_P_2020_1295 (04_08_2020)
Jaipur,Kiara,GROUP HOUSING,Lalit Menghnani,RAJ-RERA-APP-P-2020-2262,RAJ/P/2020/1285 (30/07/2020),View,RAJ_P_2020_1285 (30_07_2020)
Jaipur,GG Ext II (Phase Gulmohar Vihar and Gulmohar Arcade),GROUP HOUSING,Ashiana Manglam Builders,RAJ-RERA-APP-P-2020-2259,RAJ/P/2020/1296 (04/08/2020),View,RAJ_P_2020_1296 (04_08_2020)
Hanumangarh,MARUDHRA PRIVATE SUB MARKET YARD PHASE-1,PLOTTED,MARUDHRA PRIVATE SUB MARKET YARD,RAJ-RERA-APP-P-2020-2260,RAJ/P/2020/1345 (05/10/2020),View,RAJ_P_2020_1345 (05_10_2020)
Jodhpur,ASHAPURNA ANMOL PHASE-II,GROUP HOUSING,ASHAPURNA BUILDCON LIMITED,RAJ-RERA-APP-P-2020-2257,RAJ/P/2020/1288 (31/07/2020),View,RAJ_P_2020_1288 (31_07_2020)
Jaipur,Kedia's The Palm,GROUP HOUSING,Radha Govind Colonizers,RAJ-RERA-APP-P-2020-2258,RAJ/P/2020/1274 (26/06/2020),View,RAJ_P_2020_1274 (26_06_2020)
Jaipur,Govindam,GROUP HOUSING,PARAM CONSTRUCTIONS,RAJ-RERA-APP-P-2020-2253,RAJ/P/2020/1280 (07/07/2020),View,RAJ_P_2020_1280 (07_07_2020)
Jaipur,MJB PRIME,Mixed (Residential And Commercial),MJB BUILDTECH,RAJ-RERA-APP-P-2020-2254,RAJ/P/2020/1279 (07/07/2020),View,RAJ_P_2020_1279 (07_07_2020)
Jaipur,Mahesh Vatika,GROUP HOUSING,ASHOK BAHETI,RAJ-RERA-APP-P-2020-2249,RAJ/P/2020/1316 (17/08/2020),View,RAJ_P_2020_1316 (17_08_2020)
Jaipur,PRADHAN HOMES,GROUP HOUSING,PRADHAN REAL ESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2020-2248,RAJ/P/2020/1281 (09/07/2020),View,RAJ_P_2020_1281 (09_07_2020)
Kota,Pushpanchal Residency,PLOTTED,Ramesh Chand Suman,RAJ-RERA-APP-P-2020-2244,RAJ/P/2020/1282 (20/07/2020),View,RAJ_P_2020_1282 (20_07_2020)
Jaipur,The Ring Avenue Block - A,PLOTTED,GOKUL KRIPA COLONIZERS AND DEVELOPERS PVT. LTD.,RAJ-RERA-APP-P-2020-2245,RAJ/P/2020/1272 (19/06/2020),View,RAJ_P_2020_1272 (19_06_2020)
Jaipur,THE NEW DOOR,GROUP HOUSING,SAMANVAY BUILDMART PVT LTD,RAJ-RERA-APP-P-2020-2239,RAJ/P/2020/1276 (29/06/2020),View,RAJ_P_2020_1276 (29_06_2020)
